,time,time_x,P_Grid,P_BTMS,E_BTMS,P_Charge,P_BTMS_Ch,P_BTMS_DCh,"param: btms size, a,b,c"
0,60.0,60,49.34443259851205,49.34443259851205,-9.122915825580986e-14,0.0,49.34443275224109,-1.5372904588779677e-07,327.5886976020607
1,120.0,120,49.34443259851129,49.34443259851129,0.7582594473971519,0.0,49.344432752240294,-1.537290019924165e-07,0.42739726027397257
2,180.0,180,49.344432598509776,49.344432598509776,1.5165188947943837,0.0,49.34443275223868,-1.5372891420195313e-07,0.040740740740740744
3,240.0,240,49.3444325985075,49.3444325985075,2.274778342191592,0.0,49.34443275223627,-1.5372878251703904e-07,0.12
4,300.0,300,49.34443259850446,49.34443259850446,3.0330377895887652,0.0,49.34443275223307,-1.537286069385917e-07,0.0
5,360.0,360,49.34443259850067,49.34443259850067,3.791297236985893,0.0,49.34443275222906,-1.5372838746783576e-07,0.0
6,420.0,420,49.34443259849613,49.34443259849611,4.549556684382962,0.0,49.34443275222424,-1.5372812410629907e-07,0.0
7,480.0,480,49.34443259849081,49.34443259849081,5.307816131779962,0.0,49.34443275221862,-1.5372781685587275e-07,0.0
8,540.0,540,49.344432598484744,49.344432598484744,6.0660755791768795,0.0,49.34443275221221,-1.5372746571866286e-07,0.0
9,600.0,600,49.34443259847793,49.34443259847793,6.8243350265737055,0.0,49.344432752204995,-1.537270706971568e-07,0.0
10,660.0,660,49.34443259847035,49.34443259847035,7.582594473970427,0.0,49.34443275219699,-1.5372663179413317e-07,0.0
11,720.0,720,49.34443259846202,49.34443259846202,8.340853921367033,0.0,49.34443275218817,-1.537261490126395e-07,0.0
12,780.0,780,49.34443259845293,49.34443259845293,9.09911336876351,0.0,49.34443275217856,-1.5372562235608075e-07,0.0
13,840.0,840,49.3444325984431,49.3444325984431,9.85737281615985,0.0,49.344432752168146,-1.5372505182813488e-07,0.0
14,900.0,900,49.344432598432505,49.344432598432505,10.615632263556037,0.0,49.34443275215695,-1.5372443743283524e-07,0.0
15,960.0,960,49.344432598421164,49.344432598421164,11.373891710952066,0.0,49.34443275214495,-1.537237791744681e-07,0.0
16,1020.0,1020,49.34443259840908,49.34443259840907,12.132151158347918,0.0,49.34443275213216,-1.5372307705764895e-07,0.0
17,1080.0,1080,49.34443259839624,49.34443259839624,12.890410605743586,0.0,49.344432752118564,-1.5372233108732061e-07,0.0
18,1140.0,1140,49.344432598382646,49.344432598382646,13.648670053139059,0.0,49.34443275210419,-1.5372154126868084e-07,0.0
19,1200.0,1200,49.344432598368314,49.344432598368314,14.406929500534323,0.0,49.34443275208901,-1.5372070760730878e-07,0.0
20,1260.0,1260,49.34443259835324,49.34443259835324,15.165188947929368,0.0,49.34443275207306,-1.5371983010902057e-07,0.0
21,1320.0,1320,49.34443259833741,49.34443259833741,15.923448395324183,0.0,49.34443275205632,-1.5371890877998763e-07,0.0
22,1380.0,1380,49.34443259832085,49.34443259832084,16.68170784271875,0.0,49.344432752038784,-1.537179436266705e-07,0.0
23,1440.0,1440,49.344432598303534,49.344432598303534,17.439967290113074,0.0,49.344432752020474,-1.5371693465584895e-07,0.0
24,1500.0,1500,49.34443259828549,49.34443259828549,18.198226737507127,0.0,49.344432752001374,-1.5371588187460386e-07,0.0
25,1560.0,1560,49.344432598266714,49.344432598266714,18.956486184900907,0.0,49.34443275198149,-1.5371478529028718e-07,0.0
26,1620.0,1620,49.344432598247195,49.344432598247195,19.714745632294395,0.0,49.34443275196084,-1.5371364491062424e-07,0.0
27,1680.0,1680,49.344432598226945,49.344432598226945,20.47300507968759,0.0,49.3444327519394,-1.5371246074362345e-07,0.0
28,1740.0,1740,49.344432598205955,49.344432598205955,21.231264527080477,0.0,49.344432751917196,-1.5371123279757833e-07,0.0
29,1800.0,1800,49.34443259818425,49.34443259818425,21.989523974473038,0.0,49.3444327518942,-1.537099610810956e-07,0.0
30,1860.0,1860,49.34443259816181,49.34443259816181,22.74778342186527,0.0,49.34443275187045,-1.537086456031453e-07,0.0
31,1920.0,1920,49.344432598138646,49.344432598138646,23.506042869257158,0.0,49.34443275184593,-1.537072863729143e-07,0.0
32,1980.0,1980,49.34443259811476,49.34443259811476,24.26430231664869,0.0,49.344432751820634,-1.5370588339995293e-07,0.0
33,2040.0,2040,49.344432598090144,49.344432598090144,25.022561764039857,0.0,49.34443275179458,-1.537044366941347e-07,0.0
34,2100.0,2100,49.34443259806481,49.34443259806481,25.780821211430652,0.0,49.34443275176776,-1.5370294626559007e-07,0.0
35,2160.0,2160,49.344432598038765,49.344432598038765,26.539080658821053,0.0,49.34443275174018,-1.5370141212478277e-07,0.0
36,2220.0,2220,49.344432598012006,49.344432598012006,27.29734010621106,0.0,49.34443275171184,-1.5369983428249379e-07,0.0
37,2280.0,2280,49.344432597984536,49.344432597984536,28.05559955360066,0.0,49.344432751682746,-1.5369821274981723e-07,0.0
38,2340.0,2340,49.34443259795636,49.344432597956356,28.813859000989833,0.0,49.3444327516529,-1.5369654753810224e-07,0.0
39,2400.0,2400,49.34443259792747,49.34443259792747,29.572118448378582,0.0,49.344432751622314,-1.536948386590854e-07,0.0
40,2460.0,2460,49.344432597897885,49.344432597897885,30.330377895766883,0.0,49.344432751590965,-1.5369308612473618e-07,0.0
41,2520.0,2520,49.344432597867595,49.344432597867595,31.088637343154733,0.0,49.344432751558884,-1.5369128994738138e-07,0.0
42,2580.0,2580,49.344432597836594,49.344432597836594,31.84689679054212,0.0,49.34443275152605,-1.5368945013964898e-07,0.0
43,2640.0,2640,49.34443259780492,49.34443259780491,32.60515623792904,0.0,49.344432751492484,-1.5368756671442796e-07,0.0
44,2700.0,2700,49.34443259777254,49.34443259777253,33.36341568531547,0.0,49.34443275145818,-1.536856396849847e-07,0.0
45,2760.0,2760,49.34443259773948,49.34443259773946,34.121675132701405,0.0,49.34443275142314,-1.536836690648526e-07,0.0
46,2820.0,2820,49.34443259770572,49.34443259770572,34.87993458008683,0.0,49.34443275138737,-1.536816548678622e-07,0.0
47,2880.0,2880,49.34443259767128,49.34443259767128,35.63819402747175,0.0,49.34443275135087,-1.536795971081994e-07,0.0
48,2940.0,2940,49.344432597636164,49.344432597636164,36.39645347485614,0.0,49.344432751313654,-1.53677495800289e-07,0.0
49,3000.0,3000,49.34443259760037,49.34443259760037,37.15471292223999,0.0,49.34443275127571,-1.5367535095894527e-07,0.0
50,3060.0,3060,49.344432597563895,49.344432597563895,37.91297236962329,0.0,49.34443275123705,-1.5367316259920933e-07,0.0
51,3120.0,3120,49.344432597526755,49.344432597526755,38.67123181700604,0.0,49.34443275119769,-1.5367093073648772e-07,0.0
52,3180.0,3180,49.34443259748895,49.34443259748895,39.42949126438821,0.0,49.344432751157605,-1.5366865538646804e-07,0.0
53,3240.0,3240,49.34443259745048,49.34443259745048,40.187750711769816,0.0,49.344432751116805,-1.5366633656517312e-07,0.0
54,3300.0,3300,49.344434316736596,-250.65556568326338,40.94601015915083,300.0,1.3370848150276701e-07,-250.65556581697186,0.0
55,3360.0,3360,49.34443431673726,-250.65556568326275,36.76841739758924,300.0,1.3370854102692993e-07,-250.65556581697126,0.0
