time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,594,[],[0],0.0,[nan],0,[],[],0,2.7628347677016025e-06,0.8,223.0705811860821,0.0,2.7628347677016025e-06,105.0,0,0.0,0.0,0.0,0.0
120,594,[],[0],0.0,[nan],0,[],[],0,4.39606056670962e-06,0.8000000001403688,223.07058122522227,0.0,4.39606056670962e-06,105.0,0,0.0,150.0,0.0,0.0
180,594,[],[0],0.0,[nan],0,[],[],0,5.533872415598672e-06,0.8000000003637152,223.0705812874998,0.0,5.533872415598672e-06,105.0,0,0.0,150.0,0.0,0.0
240,594,[],[0],0.0,[nan],0,[],[],0,6.567548281741818e-06,0.8000000006448694,223.07058136589635,0.0,6.567548281741818e-06,105.0,0,0.0,150.0,0.0,0.0
300,594,[],[0],0.0,[nan],0,[],[],0,7.64077827312289e-06,0.8000000009785405,223.0705814589366,0.0,7.64077827312289e-06,105.0,0,0.0,150.0,0.0,0.0
360,594,[],[0],0.0,[nan],0,[],[],0,8.298518124537109e-06,0.8000000013667382,223.07058156718097,0.0,8.298518124537109e-06,105.0,0,0.0,150.0,0.0,0.0
420,594,[],[0],0.0,[nan],0,[],[],0,8.83748146160788e-06,0.8000000017883531,223.0705816847433,0.0,8.83748146160788e-06,105.0,0,0.0,150.0,0.0,0.0
480,594,[],[0],0.0,[nan],0,[],[],0,9.376904531604111e-06,0.8000000022373506,223.07058180994096,0.0,9.376904531604111e-06,105.0,0,0.0,150.0,0.0,0.0
540,594,[],[0],0.0,[nan],0,[],[],0,9.811729903280159e-06,0.8000000027137539,223.07058194278045,0.0,9.811729903280159e-06,105.0,0,0.0,150.0,0.0,0.0
600,594,[],[0],0.0,[nan],0,[],[],0,1.0201848810499934e-05,0.8000000032122491,223.07058208177995,0.0,1.0201848810499934e-05,105.0,0,0.0,150.0,0.0,0.0
