time,Event,ChargingStationId,VehicleId,QueueOrBay,ChargingDesire,VehicleType,VehicleArrival,VehicleDesiredEnd,VehicleEnergy,VehicleDesiredEnergy,VehicleSoc,VehicleMaxEnergy,VehicleMaxPower,ChargingBayMaxPower
5580,ArrivalEvent,1332,rideHailVehicle-5968354@GlobalRHM,,1.013959390862944,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-300,5569,6368.0,0.0,66.58333333333333,0.0,83.95390333333333,300.0,
5580,ReparkEvent,1332,rideHailVehicle-5968354@GlobalRHM,Bay,1.013959390862944,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-300,5569,6368.0,0.0,66.58333333333333,0.0,83.95390333333333,300.0,300.0
6480,ReleaseEvent,1332,rideHailVehicle-5968354@GlobalRHM,,,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-300,5569,6368.0,66.58333333333333,66.58333333333333,0.7930939562031878,83.95390333333333,300.0,
38340,ArrivalEvent,1332,rideHailVehicle-1670376@GlobalRHM,,1.082670906200318,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-300,38288,38969.0,0.0,56.75,0.0,83.95390333333333,300.0,
38340,ReparkEvent,1332,rideHailVehicle-1670376@GlobalRHM,Bay,1.082670906200318,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-300,38288,38969.0,0.0,56.75,0.0,83.95390333333333,300.0,300.0
39060,ReleaseEvent,1332,rideHailVehicle-1670376@GlobalRHM,,,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-300,38288,38969.0,56.75,56.75,0.6759661879529049,83.95390333333333,300.0,
44100,ArrivalEvent,1332,rideHailVehicle-2586973@GlobalRHM,,1.0728862973760933,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,44050,44786.0,0.0,61.333333333333336,0.0,83.95390333333333,400.0,
44100,ReparkEvent,1332,rideHailVehicle-2586973@GlobalRHM,Bay,1.0728862973760933,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,44050,44786.0,0.0,61.333333333333336,0.0,83.95390333333333,400.0,300.0
44880,ReleaseEvent,1332,rideHailVehicle-2586973@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,44050,44786.0,61.333333333333336,61.333333333333336,0.7305596392560029,83.95390333333333,400.0,
47940,ArrivalEvent,1332,rideHailVehicle-5635401@GlobalRHM,,1.01018922852984,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,47933,48627.0,0.0,57.833333333333336,0.0,83.95390333333333,400.0,
47940,ReparkEvent,1332,rideHailVehicle-5635401@GlobalRHM,Bay,1.01018922852984,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,47933,48627.0,0.0,57.833333333333336,0.0,83.95390333333333,400.0,300.0
48660,ArrivalEvent,1332,rideHailVehicle-47159@GlobalRHM,,1.0231904427266338,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300-150,48627,50083.0,0.0,60.666666666666664,0.0,83.95390333333333,150.0,
48720,ReleaseEvent,1332,rideHailVehicle-5635401@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,47933,48627.0,57.833333333333336,57.833333333333336,0.6888700946245462,83.95390333333333,400.0,
48720,ReparkEvent,1332,rideHailVehicle-47159@GlobalRHM,Bay,1.0231904427266338,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300-150,48627,50083.0,0.0,60.666666666666664,0.0,83.95390333333333,150.0,300.0
50220,ReleaseEvent,1332,rideHailVehicle-47159@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300-150,48627,50083.0,60.666666666666664,60.666666666666664,0.7226187736119158,83.95390333333333,150.0,
54420,ArrivalEvent,1332,rideHailVehicle-157003@GlobalRHM,,1.0084269662921348,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,54414,55132.0,0.0,59.833333333333336,0.0,83.95390333333333,400.0,
54420,ReparkEvent,1332,rideHailVehicle-157003@GlobalRHM,Bay,1.0084269662921348,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,54414,55132.0,0.0,59.833333333333336,0.0,83.95390333333333,400.0,300.0
55200,ReleaseEvent,1332,rideHailVehicle-157003@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,54414,55132.0,59.833333333333336,59.833333333333336,0.7126926915568071,83.95390333333333,400.0,
