,time,Power_original,Power_noise,PredictionGridUpper,PredictionGridLower
0,18163,0.0,93.2087662091767,18112.5,-18112.5
1,18463,0.0,0.0,18112.5,-18112.5
2,18763,0.0,17.110443267067808,18112.5,-18112.5
3,19063,0.0,0.0,18112.5,-18112.5
4,19363,0.0,0.0,18112.5,-18112.5
5,19663,0.0,93.34019149728454,18112.5,-18112.5
6,19963,0.0,141.87360508427432,18112.5,-18112.5
7,20263,0.0,53.15617740155683,18112.5,-18112.5
8,20563,0.0,27.956410368131298,18112.5,-18112.5
9,20863,0.0,136.70066922796323,18112.5,-18112.5
10,21163,0.0,0.0,18112.5,-18112.5
11,21463,0.0,0.0,18112.5,-18112.5
12,21763,0.0,0.0,18112.5,-18112.5
13,22063,0.0,49.789693889803935,18112.5,-18112.5
14,22363,0.0,0.0,18112.5,-18112.5
15,22663,400.0,476.52542960753203,18112.5,-18112.5
16,22963,316.5,269.37422723882395,18112.5,-18112.5
17,23263,300.0,297.71064559182423,18112.5,-18112.5
18,23563,180.4999999999999,243.96056994031161,18112.5,-18112.5
19,23863,0.0,0.0,18112.5,-18112.5
20,24163,0.0,0.0,18112.5,-18112.5
21,24463,384.5,395.59189137246005,18112.5,-18112.5
22,24763,661.6666666666667,759.4795221094586,18112.5,-18112.5
23,25063,1056.6666666666667,1112.4608177940638,18112.5,-18112.5
24,25363,978.5,701.6694759952339,18112.5,-18112.5
25,25663,1410.5000000000002,1488.359491262911,18112.5,-18112.5
26,25963,2040.5,1977.0000551184262,18112.5,-18112.5
27,26263,1523.3333333333335,1583.6773026637259,18112.5,-18112.5
28,26563,1004.5000000000002,909.932243701772,18112.5,-18112.5
29,26863,1084.1666666666665,1179.9264013561854,18112.5,-18112.5
30,27163,2445.3333333333335,2588.2472039495183,18112.5,-18112.5
31,27463,2552.5,2781.6592897083056,18112.5,-18112.5
32,27763,4004.3333333333335,3898.1962543395125,18112.5,-18112.5
33,28063,2197.666666666667,2247.8905417248557,18112.5,-18112.5
34,28363,4423.666666666667,4308.049192085525,18112.5,-18112.5
35,28663,4628.166666666667,4663.280439577949,18112.5,-18112.5
36,28963,4506.666666666667,4400.08595453875,18112.5,-18112.5
37,29263,3905.8333333333335,3910.7304808813046,18112.5,-18112.5
38,29563,2948.1666666666665,3017.2043631152155,18112.5,-18112.5
39,29863,1279.5,1241.4398567908293,18112.5,-18112.5
40,30163,528.0000000000002,469.7932277617002,18112.5,-18112.5
41,30463,122.50000000000011,0.0,18112.5,-18112.5
42,30763,0.0,217.48372060969163,18112.5,-18112.5
