time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,4.345481233041709e-06,0.8,180.0000026909712,0.0,4.345481233041709e-06,210.0,0,0.0,0.0,0.0,0.0
120,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,6.692027881540253e-06,0.8000000002736044,180.0000027525322,0.0,6.692027881540253e-06,210.0,0,0.0,300.0,0.0,0.0
180,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,8.324901758361217e-06,0.8000000006949544,180.00000284733594,0.0,8.324901758361217e-06,210.0,0,0.0,300.0,0.0,0.0
240,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,9.475692807713621e-06,0.8000000012191149,180.00000296527205,0.0,9.475692807713621e-06,210.0,0,0.0,300.0,0.0,0.0
300,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.0608922051239953e-05,0.8000000018157325,180.00000309951102,0.0,1.0608922051239953e-05,210.0,0,0.0,300.0,0.0,0.0
360,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.1325874370466087e-05,0.8000000024837016,180.00000324980408,0.0,1.1325874370466087e-05,210.0,0,0.0,300.0,0.0,0.0
420,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.1909428394141654e-05,0.8000000031968123,180.00000341025398,0.0,1.1909428394141654e-05,210.0,0,0.0,300.0,0.0,0.0
480,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.2957409189028179e-05,0.8000000039466652,180.00000357897088,0.0,1.2957409189028179e-05,210.0,0,0.0,300.0,0.0,0.0
540,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.3270703625085783e-05,0.800000004762502,180.00000376253416,0.0,1.3270703625085783e-05,210.0,0,0.0,300.0,0.0,0.0
600,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.354477488356234e-05,0.8000000055980647,180.00000395053578,0.0,1.354477488356234e-05,210.0,0,0.0,300.0,0.0,0.0
660,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.3763983225576364e-05,0.8000000064508839,180.0000041424201,0.0,1.3763983225576364e-05,210.0,0,0.0,300.0,0.0,0.0
720,978,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.5048315209769643e-05,0.800000007317505,180.00000433740985,0.0,1.5048315209769643e-05,210.0,0,0.0,300.0,0.0,0.0
