time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,5.9281745237807775e-06,0.8,74.33334522999063,0.0,5.9281745237807775e-06,210.0,0,0.0,0.0,0.0,0.0
120,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,8.82406264426891e-06,0.8000000009038472,74.3333453139731,0.0,8.82406264426891e-06,210.0,0,0.0,300.0,0.0,0.0
180,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.0368334342642025e-05,0.8000000022492197,74.33334543898066,0.0,1.0368334342642025e-05,210.0,0,0.0,300.0,0.0,0.0
240,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.1565108734023906e-05,0.8000000038300418,74.33334558586539,0.0,1.1565108734023906e-05,210.0,0,0.0,300.0,0.0,0.0
300,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.211522149842746e-05,0.8000000055933316,74.33334574970443,0.0,1.211522149842746e-05,210.0,0,0.0,300.0,0.0,0.0
360,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.2513791096330825e-05,0.8000000074404953,74.33334592133674,0.0,1.2513791096330825e-05,210.0,0,0.0,300.0,0.0,0.0
420,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.2775589209050954e-05,0.8000000093484272,74.33334609861545,0.0,1.2775589209050954e-05,210.0,0,0.0,300.0,0.0,0.0
480,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.2782396069703428e-05,0.8000000112962745,74.33334627960296,0.0,1.2782396069703428e-05,210.0,0,0.0,300.0,0.0,0.0
540,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.2891036961907706e-05,0.8000000132451598,74.33334646068691,0.0,1.2891036961907706e-05,210.0,0,0.0,300.0,0.0,0.0
600,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.2846603930801189e-05,0.800000015210609,74.33334664330994,0.0,1.2846603930801189e-05,210.0,0,0.0,300.0,0.0,0.0
660,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.2568216569730464e-05,0.8000000171692838,74.3333468253035,0.0,1.2568216569730464e-05,210.0,0,0.0,300.0,0.0,0.0
720,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.231382221919225e-05,0.8000000190855138,74.33334700335323,0.0,1.231382221919225e-05,210.0,0,0.0,300.0,0.0,0.0
780,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.2079834617905609e-05,0.8000000209629572,74.33334717779904,0.0,1.2079834617905609e-05,210.0,0,0.0,300.0,0.0,0.0
840,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.196444913994273e-05,0.8000000228047255,74.33334734893003,0.0,1.196444913994273e-05,210.0,0,0.0,300.0,0.0,0.0
900,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.1761556676171866e-05,0.8000000246289013,74.3333475184264,0.0,1.1761556676171866e-05,210.0,0,0.0,300.0,0.0,0.0
960,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.14926241852837e-05,0.8000000264221429,74.33334768504845,0.0,1.14926241852837e-05,210.0,0,0.0,300.0,0.0,0.0
1020,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.1300956837724488e-05,0.8000000281743812,74.33334784786062,0.0,1.1300956837724488e-05,210.0,0,0.0,300.0,0.0,0.0
1080,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.0937179137408915e-05,0.8000000298973967,74.33334800795751,0.0,1.0937179137408915e-05,210.0,0,0.0,300.0,0.0,0.0
1140,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.0705869585378204e-05,0.8000000315649484,74.33334816290088,0.0,1.0705869585378204e-05,210.0,0,0.0,300.0,0.0,0.0
1200,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.0363264166434259e-05,0.8000000331972331,74.33334831456736,0.0,1.0363264166434259e-05,210.0,0,0.0,300.0,0.0,0.0
1260,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.020578966400401e-05,0.8000000347772821,74.33334846138027,0.0,1.020578966400401e-05,210.0,0,0.0,300.0,0.0,0.0
1320,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.0053111625216288e-05,0.8000000363333215,74.33334860596229,0.0,1.0053111625216288e-05,210.0,0,0.0,300.0,0.0,0.0
1380,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.0093631132895958e-05,0.8000000378660828,74.33334874838137,0.0,1.0093631132895958e-05,210.0,0,0.0,300.0,0.0,0.0
1440,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,9.808469469961809e-06,0.8000000394050217,74.33334889137447,0.0,9.808469469961809e-06,210.0,0,0.0,300.0,0.0,0.0
1500,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,9.673847737417738e-06,0.800000040900483,74.33334903032778,0.0,9.673847737417738e-06,210.0,0,0.0,300.0,0.0,0.0
1560,268,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,9.668779175835021e-06,0.8000000423754192,74.33334916737395,0.0,9.668779175835021e-06,210.0,0,0.0,300.0,0.0,0.0
