time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,7.829881720595247e-06,0.8,120.00000878911563,0.0,7.829881720595247e-06,210.0,0,0.0,0.0,0.0,0.0
120,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.126792416951554e-05,0.8000000007394887,120.00000890003895,0.0,1.126792416951554e-05,210.0,0,0.0,300.0,0.0,0.0
180,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.3569259306945365e-05,0.8000000018036816,120.00000905966787,0.0,1.3569259306945365e-05,210.0,0,0.0,300.0,0.0,0.0
240,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.4922308923829262e-05,0.8000000030852226,120.00000925189904,0.0,1.4922308923829262e-05,210.0,0,0.0,300.0,0.0,0.0
300,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.544025807663983e-05,0.8000000044945517,120.00000946329843,0.0,1.544025807663983e-05,210.0,0,0.0,300.0,0.0,0.0
360,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.5487551953999863e-05,0.8000000059527982,120.00000968203541,0.0,1.5487551953999863e-05,210.0,0,0.0,300.0,0.0,0.0
420,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.8400832442218954e-05,0.8000000074155112,120.0000099014424,0.0,1.8400832442218954e-05,210.0,0,0.0,300.0,0.0,0.0
480,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.888519527009912e-05,0.8000000091533676,120.00001016212086,0.0,1.888519527009912e-05,210.0,0,0.0,300.0,0.0,0.0
540,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.596505330972234e-05,0.8000000109369693,120.00001042966113,0.0,1.596505330972234e-05,210.0,0,0.0,300.0,0.0,0.0
600,216,[],"[0, 0]",0.0,"[nan, nan]",0,[],[],0,1.743432621540552e-05,0.8000000124447798,120.00001065583272,0.0,1.743432621540552e-05,210.0,0,0.0,300.0,0.0,0.0
