,btms_size,cost_a,cost_b,cost_c,cost_total,share_cost_a,share_cost_b,share_cost_c,E_Charge,c_rate,use_rate,btms_ratio,load_factor
303,310.2058556970932,162.75497230735476,10.084277990957235,6.611615361444041,179.45086565975606,0.9069611991504283,0.05619520392884207,0.036843596920729554,767.1666666666667,1.823676771122811,2.1212583570778936,0.8577363855902125,0.9999999883219369
307,350.18895374605614,213.84260321479337,13.2496612948672,7.71324333722182,234.8055078468824,0.9107222619081022,0.05642823891297881,0.03284949917891899,886.2500000000001,1.6001852080001457,2.1919464518411975,0.8661161462766137,0.9999999835124416
324,332.2285014829163,182.84372117697458,11.328974390826424,5.55992727358634,199.73262284138735,0.9154424478878211,0.05672070105354319,0.02783685105863561,624.4583333333333,1.7217997461406118,1.6650791137635934,0.885866533101244,0.9999999994909414
327,118.4872166605634,56.098360266303125,3.475847476376649,1.8960062954462715,61.470214038126045,0.9126104592951132,0.056545231389967233,0.03084430931491958,197.25000000000003,2.4569464431696435,1.591013825154303,0.9557150814246368,0.9999999977133257
328,278.0957661732034,77.52416406305566,4.803387634462473,4.026447362162901,86.35399905968103,0.8977483950624813,0.0556243797249361,0.04662722521258268,439.41666666666663,2.086616468019724,1.440178118673372,0.9114525408800016,0.9999999948852382
333,142.0108072877007,81.7141478397907,5.062998511987027,3.8636072400374153,90.64075359181514,0.9015166423679147,0.05585785986276504,0.04262549776932017,421.62500000000006,1.979269226019082,2.706200338160632,0.9114964594235158,0.999999988196424
351,397.0950708893324,256.5113338061552,15.893410574563461,6.36800008508957,278.7727444658083,0.920144952827756,0.05701206767906538,0.022842979493178577,725.5277777777778,1.4292195028409949,1.595766227999141,0.8733930289629914,0.9999999748898386
359,316.0518584096892,160.68321547369396,9.95591219331606,7.1135893543289646,177.75271702133898,0.903970516829873,0.05600990162148051,0.04001958154864652,768.7916666666666,1.7891780267286923,2.1390325884550885,0.8793607606483577,0.9999999953584255
390,595.4348579662637,391.51881071754326,24.258457176403315,13.306367276872024,429.08363517081864,0.9124533741811878,0.056535498415701636,0.031011127403110458,1580.5416666666663,0.8892238124943631,2.0113004351283714,0.7577138990861656,0.9999999926252595
401,341.560213348614,223.0666338137474,13.821181092009182,6.930298659046534,243.8181135648031,0.9148895073969133,0.0566864409289908,0.028424051674095854,753.0833333333333,1.657662904880265,1.9259759290820864,0.8735245093392576,0.9999999772935454
411,213.9175503413723,22.539697050033098,1.3965568465414013,3.5919185340907935,27.528172430665293,0.8187865397459065,0.05073191291789833,0.13048154733619508,388.0416666666667,1.3209402417043277,1.6700487212575927,0.9206555947226428,0.9999999957745862
42,194.56989297679283,88.34953781753151,5.4741264558239,3.036587804354542,96.86025207770994,0.9121340892923717,0.056515715563408474,0.031350195144219946,317.91666666666663,1.4683112527004352,1.5518137369992546,0.9497338906249917,0.9999999933717514
421,342.78908308534443,170.37328285719374,10.55630757209309,8.019914070328454,188.94950449961527,0.9016868464851711,0.055868405688857384,0.04244474782597159,943.3333333333335,1.6274745283240235,2.328818942571256,0.8462477491121365,0.9999999714411011
435,252.81656864485055,133.83078045953218,8.292138634954032,7.592536403468757,149.71545549795496,0.8939009003072514,0.055385989424901416,0.05071311026784718,940.7500000000001,1.6143590437645376,2.990882724260695,0.8037679591461616,0.9999999941350143
437,211.8603618107493,103.90769041268014,6.438107669859728,6.299347876550059,116.64514595908993,0.890801666527323,0.055193961282518494,0.05400437219015853,715.4444444444445,2.680918225041274,2.9586508503789912,0.8761279013351091,0.9999999919266916
446,421.6632742122298,234.91256896073824,14.555153771255606,7.890179724354984,257.3579024563488,0.9127855283191951,0.05655607864508588,0.030658393035719034,981.25,0.6079367868183702,1.8636123930789001,0.8008325131496948,0.9999998770769168
458,626.4864519829968,344.4782738296838,21.343831318305238,9.89324652939691,375.71535167738597,0.9168597245008919,0.05680851533751664,0.02633176016159144,1230.0138888888896,0.870371992990421,1.5727524552543897,0.8010544551085755,0.9999999643103322
469,193.7969119190787,116.52753668550599,7.220031786918304,4.569571240003475,128.31713971242777,0.9081213698080901,0.056267087959559856,0.03561154223234998,500.95833333333337,1.4320376350129556,2.3454974692273347,0.9073612238880913,0.9999999996553045
488,206.15846417582543,133.0990904910555,8.24680321483931,4.0450585287658285,145.39095223466063,0.9154564878028579,0.05672157096494554,0.027821941232196584,362.0833333333333,2.1027378220769717,1.6389296857300752,0.9331532158405907,0.9999999936474445
500,312.92365850228674,182.5442062038459,11.310416480068529,6.364806483217503,200.21942916713195,0.9117207404056089,0.05649010451741538,0.03178915507697567,723.0277777777777,0.8552928539948493,2.0239299530974884,0.8759491473787929,0.9999999965980273
519,397.98287586546553,227.68524253792503,14.107349518360621,8.704611094552583,250.49720315083823,0.9089332722043334,0.05631739333179622,0.034749334463870456,1046.2083333333333,1.390394388807639,2.1775590636783964,0.8283543448449292,0.9999999858279859
533,416.8703842521421,139.22921289425628,8.626624842136396,6.749653746679214,154.6054914830719,0.9005450683457826,0.05579766125630114,0.043657270397916295,775.3055555555552,1.3561239068837156,1.6112932587037287,0.8663686659866561,0.999999996882953
546,441.6181949034844,229.49668900943604,14.219586518100076,10.714003732302407,254.43027925983853,0.9020022682719343,0.05588794918382428,0.04210978254424138,1297.0416666666667,1.2956810228215239,2.3451821024177137,0.7984902207893623,0.9999999793811085
56,253.24660210478288,114.9173869295755,7.120267106824772,3.658831633980667,125.69648567038094,0.9142450269526874,0.05664650900023205,0.02910846404708061,388.20833333333326,2.300295825273339,1.4367415166862803,0.9372542420186912,0.9999999998305449
562,411.9458402061977,213.793504615264,13.246619151701918,6.122308059083357,233.16243182604927,0.9169294681862151,0.05681283664764893,0.02625769516613595,697.4583333333334,2.1089951092530757,1.4788880906763626,0.8734884479377937,0.9999999968846863
576,210.2844899024174,114.45543761399081,7.091644784261924,6.731723197935075,128.27880559618782,0.8922396578456464,0.05528305904707202,0.0524772831072815,801.2499999999999,1.9699615261918186,3.1868546035671983,0.836375781222214,0.999999999084555
582,569.6279888920092,40.23568005905603,2.492997769091201,6.689281840664589,49.417959668811825,0.814191446362954,0.05044720149918607,0.13536135213785977,740.125,0.99506301896765,1.1682368889000696,0.8991189725703147,0.999999996496707
594,355.43014132686034,29.795007643118797,1.8460949951716337,5.219289900271674,36.8603925385621,0.808320410911204,0.05008343286741483,0.14159615622138122,576.8750000000001,0.7712720260142856,1.4608167835793215,0.9000534185746438,0.9999999977971973
60,117.58468312264893,45.435896628755984,2.815202545747764,1.4578716367721154,49.70897081127587,0.9140381683068242,0.05663369206407247,0.029328139629103227,149.54166666666666,2.49401709623598,1.2325991198125086,0.9691932700166719,0.9999999937213558
608,480.69248829156936,61.23333681325401,3.794009989278004,7.900094815838738,72.92744161837076,0.8396474009562547,0.052024449303076536,0.10832814974066864,987.3888888888885,0.5327422771574122,1.6368982422415757,0.7968944131310184,0.9999999860273978
63,180.17716886974657,92.2953288767708,5.718607182719667,2.794068653144875,100.80800471263534,0.9155555567225947,0.05672770926298171,0.027716734014423604,297.0,1.5909094649702789,1.5421412307669238,0.9355509796528311,0.9999999975619905
632,323.16509472240216,119.00411608333144,7.373480340657027,10.73197329271301,137.1095697167015,0.8679490157340594,0.053778013860682795,0.07827297040525782,1379.6250000000007,1.667094359113469,3.3085647916401415,0.7750023769398138,0.9999999677890627
64,132.09656531105378,72.60487204670383,4.498588908449316,2.1228256001226726,79.22628655527582,0.9164240204044871,0.056781519165494024,0.026794460430018853,222.25,2.1953299305781337,1.5979095028046364,0.949733889756518,0.9999999981825906
669,253.400892816427,30.16968658190328,1.8693100559620612,7.966947731844616,40.005944369709965,0.7541300938454013,0.046725807512180306,0.1991440986424182,830.4166666666666,3.404119959078996,2.875545447199026,0.8774700856852323,0.9999999985699399
677,300.0690393351736,179.15260258944423,11.100273138836696,6.849011369525919,197.10188709780684,0.9089339794121011,0.0563174371503022,0.03474858343759677,791.7083333333331,1.3817135134579346,2.271574341945962,0.8609599038780958,0.9999999867860302
682,172.5387367911718,89.17424063371249,5.52522494049931,2.5617975989290787,97.26126317314088,0.9168525857511004,0.056808073021460875,0.02633934122743874,268.2083333333333,1.6687658717913554,1.4763440861825718,0.9497338898209396,0.9999999994602333
684,257.0395784483721,148.74251325917228,9.216067758265066,5.420862859935164,163.37944387737252,0.9104114307722442,0.05640897985417527,0.033179589373580516,605.0,1.4312605041465263,2.0981941582879107,0.8914362676845643,0.999999999496672
687,310.33684362526594,159.5956107342449,9.888524337931987,6.989547241492559,176.47368231366943,0.9043592712627543,0.056033988798147465,0.039606739939098315,746.0416666666665,1.3419763864003815,2.0350898741063377,0.8465524061755721,0.9999999979775405
689,139.68249670539765,12.946520716290745,0.802164825245483,1.8613313306213455,15.610016872157574,0.8293726279939192,0.051387825638820724,0.1192395463672601,192.125,2.085747969423204,1.3248237936691867,0.9631994544927969,0.9999999955029941
697,91.39770614551094,52.1881899717488,3.2335738076631366,1.1647444783032443,56.586508257715174,0.9222726684966165,0.05714390067922704,0.020583430824156562,118.0,3.2240985342877813,1.2667860343404564,0.9811977772532726,0.99999999660591
700,43.70189298187401,23.95628308427403,1.4843283423358047,0.4396800315340161,25.88029145814385,0.9256573915722117,0.05735361770312387,0.01698899072466436,44.0,6.819215359951894,1.0000000007062222,0.993224841198574,0.999999997201272
702,258.4730118775375,19.56288662435081,1.2121140400735868,3.4467970361659375,24.221797700590333,0.8076562634273022,0.05004228237130579,0.142301454201392,360.2916666666667,3.4192342644680527,1.325940212160099,0.9512286625370051,0.9999999998197193
706,70.45619314042011,8.77292425034785,0.5435693034744844,1.3546522546140305,10.671145808436366,0.8221164257180494,0.050938232241635274,0.1269453420403152,140.70833333333331,2.0390313452536217,1.9116502658152026,0.9572112550444398,0.9999999982502676
708,264.4387056098422,25.128080654032583,1.556932775091678,3.9965136887707944,30.681527117895055,0.8189970648291683,0.05074495702606648,0.1302579781447652,425.5,1.0621360041136305,1.5029663514362235,0.9340598743805926,0.9999999970403511
