time,Event,ChargingStationId,VehicleId,QueueOrBay,ChargingDesire,VehicleType,VehicleArrival,VehicleDesiredEnd,VehicleEnergy,VehicleDesiredEnergy,VehicleSoc,VehicleMaxEnergy,VehicleMaxPower,ChargingBayMaxPower
40500,ArrivalEvent,85,rideHailVehicle-7148756@GlobalRHM,,1.0,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,40500,41172.0,0.0,56.0,0.0,83.95390333333333,400.0,
40500,ReparkEvent,85,rideHailVehicle-7148756@GlobalRHM,Bay,1.0,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,40500,41172.0,0.0,56.0,0.0,83.95390333333333,400.0,300.0
41280,ReleaseEvent,85,rideHailVehicle-7148756@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,40500,41172.0,56.0,56.0,0.667032714103307,83.95390333333333,400.0,
43080,ArrivalEvent,85,rideHailVehicle-4403697@GlobalRHM,,1.092105263157895,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,43024,43688.0,0.0,55.333333333333336,0.0,83.95390333333333,400.0,
43080,ReparkEvent,85,rideHailVehicle-4403697@GlobalRHM,Bay,1.092105263157895,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,43024,43688.0,0.0,55.333333333333336,0.0,83.95390333333333,400.0,300.0
43920,ReleaseEvent,85,rideHailVehicle-4403697@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,43024,43688.0,55.333333333333336,55.333333333333336,0.65909184845922,83.95390333333333,400.0,
49080,ArrivalEvent,85,rideHailVehicle-2827346@GlobalRHM,,1.0424778761061946,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,49056,49645.0,0.0,49.083333333333336,0.0,83.95390333333333,400.0,
49080,ReparkEvent,85,rideHailVehicle-2827346@GlobalRHM,Bay,1.0424778761061946,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,49056,49645.0,0.0,49.083333333333336,0.0,83.95390333333333,400.0,300.0
51060,ReleaseEvent,85,rideHailVehicle-2827346@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,49056,49645.0,49.083333333333336,49.083333333333336,0.5846462330459045,83.95390333333333,400.0,
62340,ArrivalEvent,85,rideHailVehicle-2639537@GlobalRHM,,1.054673721340388,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,62309,62907.0,0.0,49.833333333333336,0.0,83.95390333333333,400.0,
62340,ReparkEvent,85,rideHailVehicle-2639537@GlobalRHM,Bay,1.054673721340388,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,62309,62907.0,0.0,49.833333333333336,0.0,83.95390333333333,400.0,300.0
62940,ReleaseEvent,85,rideHailVehicle-2639537@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,62309,62907.0,49.833333333333336,49.833333333333336,0.5935797068955023,83.95390333333333,400.0,
65640,ArrivalEvent,85,rideHailVehicle-3999346@GlobalRHM,,1.0808080808080809,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,65592,66234.0,0.0,53.5,0.0,83.95390333333333,400.0,
65640,ReparkEvent,85,rideHailVehicle-3999346@GlobalRHM,Bay,1.0808080808080809,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,65592,66234.0,0.0,53.5,0.0,83.95390333333333,400.0,300.0
66960,ReleaseEvent,85,rideHailVehicle-3999346@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,65592,66234.0,53.5,53.5,0.6372544679379808,83.95390333333333,400.0,
68640,ArrivalEvent,85,rideHailVehicle-3784511@GlobalRHM,,1.0237341772151898,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,68625,69272.0,0.0,53.916666666666664,0.0,83.95390333333333,400.0,
68640,ReparkEvent,85,rideHailVehicle-3784511@GlobalRHM,Bay,1.0237341772151898,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,68625,69272.0,0.0,53.916666666666664,0.0,83.95390333333333,400.0,300.0
73680,ReleaseEvent,85,rideHailVehicle-3784511@GlobalRHM,,,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,68625,69272.0,53.916666666666664,53.916666666666664,0.6422175089655351,83.95390333333333,400.0,
75600,ArrivalEvent,85,rideHailVehicle-2595689@GlobalRHM,,1.0292207792207793,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-300,75582,76216.0,0.0,52.833333333333336,0.0,83.95390333333333,300.0,
75600,ReparkEvent,85,rideHailVehicle-2595689@GlobalRHM,Bay,1.0292207792207793,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-300,75582,76216.0,0.0,52.833333333333336,0.0,83.95390333333333,300.0,300.0
80400,ReleaseEvent,85,rideHailVehicle-2595689@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-300,75582,76216.0,52.833333333333336,52.833333333333336,0.6293136022938938,83.95390333333333,300.0,
