,time,time_x,P_Grid,P_BTMS,E_BTMS,P_Charge,P_BTMS_Ch,P_BTMS_DCh,"param: btms size, a,b_sys,b_cap,b_loan,c,d_wait_cost",E_Shift,P_Shift
0,60.0,60,40.64230527981082,40.64230914873644,9.323381797281394,0.0,40.642310023009905,8.742734745696346e-07,318.29999729629503,-2.678240260657869e-14,3.868925622120665e-06
1,120.0,120,40.64230526359608,40.64230560523239,9.899147841369569,0.0,40.642306479580384,8.74347996483925e-07,0.3287671232876712,6.448197665768232e-08,3.4163630287655555e-07
2,180.0,180,40.64230525058616,40.64230528453422,10.474913835257912,0.0,40.642306158898805,8.743645865888613e-07,0.04323985936321764,7.017581253865149e-08,3.39480579364824e-08
3,240.0,240,40.64230523854253,40.64230524187045,11.050679824602984,0.0,40.642306116245784,8.743753370881821e-07,0.023148148148148147,7.074150842386971e-08,3.3279164565445533e-09
4,300.0,300,40.64230522699315,40.64230522727711,11.626445813343626,0.0,40.64230610166242,8.743853134034905e-07,0.009341992564003648,7.079686781098352e-08,2.839548345662047e-10
5,360.0,360,40.64230521576139,40.64230521575444,12.202211801877523,0.0,40.64230609014948,8.743950376736654e-07,0.12,7.080149399575879e-08,-6.944411274081942e-12
6,420.0,420,40.642305204774544,40.642305204746016,12.77797779024814,0.0,40.64230607915058,8.744045561762302e-07,3.0,7.080127141023738e-08,-2.8527352524929315e-11
7,480.0,480,40.64230519399734,40.642305193971154,13.353743778462785,0.0,40.642306068385025,8.744138701687286e-07,0.0,7.080068868266149e-08,-2.6181761530987184e-11
8,540.0,540,40.64230518340959,40.64230518338668,13.929509766524758,0.0,40.64230605780966,8.744229809357898e-07,0.0,7.080014463886214e-08,-2.290559489438258e-11
9,600.0,600,40.64230517299821,40.64230517297791,14.50527575443677,0.0,40.64230604740981,8.74431892878159e-07,0.0,7.079965480350657e-08,-2.0311279043528235e-11
10,660.0,660,40.64230516275376,40.64230516273552,15.081041742201302,0.0,40.642306037176134,8.744406122484882e-07,0.0,7.079920782633057e-08,-1.8242172426660477e-11
11,720.0,720,40.642305152668726,40.64230515265219,15.65680772982071,0.0,40.64230602710135,8.744491459516698e-07,0.0,7.07987949668148e-08,-1.6528232443145628e-11
12,780.0,780,40.64230514273679,40.64230514272172,16.232573717297242,0.0,40.642306017179216,8.744575008588295e-07,0.0,7.079841031764372e-08,-1.507251185362028e-11
13,840.0,840,40.6423051329524,40.64230513293858,16.80833970463308,0.0,40.642306007404265,8.744656835191374e-07,0.0,7.079804958653334e-08,-1.381879064494471e-11
14,900.0,900,40.64230512331057,40.642305123297845,17.3841056918303,0.0,40.64230599777155,8.744737000960521e-07,0.0,7.079770941750626e-08,-1.2729512678648836e-11
15,960.0,960,40.642305113806756,40.64230511379499,17.95987167889094,0.0,40.64230598827655,8.74481556401394e-07,0.0,7.079738707989355e-08,-1.1775633471823679e-11
16,1020.0,1020,40.64230510443682,40.642305104425894,18.535637665816925,0.0,40.642305978915154,8.744892579524055e-07,0.0,7.079708032653445e-08,-1.0932770359361997e-11
17,1080.0,1080,40.64230509519694,40.642305095186764,19.11140365261016,0.0,40.64230596968357,8.744968100218388e-07,0.0,7.079678731611536e-08,-1.01800729701072e-11
18,1140.0,1140,40.64230508608356,40.64230508607406,19.687169639272486,0.0,40.64230596057828,8.745042176696225e-07,0.0,7.079650655436096e-08,-9.499988574254769e-12
19,1200.0,1200,40.642305077093376,40.6423050770845,20.262935625805707,0.0,40.64230595159599,8.745114857598106e-07,0.0,7.079623683910358e-08,-8.878161001836657e-12
20,1260.0,1260,40.642305068223266,40.64230506821497,20.838701612211537,0.0,40.642305942733586,8.745186189668973e-07,0.0,7.079597720703975e-08,-8.303220595509079e-12
21,1320.0,1320,40.64230505947029,40.64230505946252,21.41446759849171,0.0,40.64230593398814,8.745256217768829e-07,0.0,7.079572688400589e-08,-7.766428198536183e-12
22,1380.0,1380,40.64230505083161,40.642305050824355,21.99023358464787,0.0,40.64230592535685,8.745324984867189e-07,0.0,7.079548524113824e-08,-7.261250872661243e-12
23,1440.0,1440,40.64230504230454,40.64230504229776,22.56599957068164,0.0,40.64230591683702,8.745392532048041e-07,0.0,7.07952517581519e-08,-6.782908412450174e-12
24,1500.0,1500,40.64230503388648,40.642305033880156,23.141765556594606,0.0,40.642305908426046,8.745458898534351e-07,0.0,7.079502599413603e-08,-6.3279544737603374e-12
25,1560.0,1560,40.642305025574906,40.642305025569016,23.7175315423883,0.0,40.64230590012142,8.745524121732693e-07,0.0,7.079480756534307e-08,-5.893912802912675e-12
26,1620.0,1620,40.642305017367384,40.642305017361906,24.29329752806424,0.0,40.642305891920735,8.7455882372967e-07,0.0,7.079459612905124e-08,-5.478988048538191e-12
27,1680.0,1680,40.64230500926157,40.64230500925649,24.8690635136239,0.0,40.64230588382162,8.745651279202184e-07,0.0,7.079439137221569e-08,-5.08184093895581e-12
28,1740.0,1740,40.64230500125519,40.642305001250485,25.444829499068703,0.0,40.64230587582181,8.745713279833335e-07,0.0,7.079419300389573e-08,-4.701429398880804e-12
29,1800.0,1800,40.64230499334602,40.64230499334169,26.02059548440008,0.0,40.64230586791912,8.745774270066302e-07,0.0,7.079400075030736e-08,-4.336897218841401e-12
30,1860.0,1860,40.64230498553195,40.64230498552796,26.5963614696194,0.0,40.64230586011139,8.74583427935583e-07,0.0,7.079381435173842e-08,-3.987501215540492e-12
31,1920.0,1920,40.642304977810895,40.642304977807235,27.17212745472802,0.0,40.642305852396575,8.745893335817238e-07,0.0,7.079363356068153e-08,-3.6525659955193425e-12
32,1980.0,1980,40.64230497018085,40.64230497017752,27.74789343972724,0.0,40.64230584477267,8.745951466305468e-07,0.0,7.079345814071377e-08,-3.331457444361974e-12
33,2040.0,2040,40.642304962639905,40.64230496263689,28.32365942461836,0.0,40.642305837237764,8.746008696485397e-07,0.0,7.079328786580283e-08,-3.0235679811295334e-12
34,2100.0,2100,40.642304955186184,40.642304955183455,28.89942540940263,0.0,40.642305829789976,8.746065050901989e-07,0.0,7.079312251990601e-08,-2.7283083422397994e-12
35,2160.0,2160,40.642304947817884,40.64230494781544,29.475191394081303,0.0,40.642305822427495,8.746120553042436e-07,0.0,7.079296189664198e-08,-2.4451055962290687e-12
36,2220.0,2220,40.642304940533265,40.64230494053109,30.05095737865559,0.0,40.64230581514862,8.746175225393625e-07,0.0,7.079280579904009e-08,-2.17340199075829e-12
37,2280.0,2280,40.64230493333066,40.64230493332874,30.626723363126658,0.0,40.64230580795165,8.746229089499021e-07,0.0,7.079265403929512e-08,-1.9126540383258936e-12
38,2340.0,2340,40.642304926208425,40.64230492620676,31.202489347495685,0.0,40.64230580083498,8.74628216600797e-07,0.0,7.079250643853396e-08,-1.662336100051884e-12
39,2400.0,2400,40.64230491916501,40.64230491916359,31.778255331763813,0.0,40.642305793797036,8.746334474722814e-07,0.0,7.079236282653114e-08,-1.4219377561586638e-12
40,2460.0,2460,40.6423049121989,40.64230491219771,32.35402131593214,0.0,40.64230578683632,8.746386034645559e-07,0.0,7.079222304144355e-08,-1.1909666885791082e-12
