time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.346876375425794e-06,0.8000000000000002,131.25966370512762,0.0,1.346876375425794e-06,420.0,0,0.0,0.0,0.0,0.0
120,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,2.134129201231556e-06,0.8000000001162932,131.25966372420837,0.0,2.134129201231556e-06,420.0,0,0.0,600.0,0.0,0.0
180,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,2.7243179676530586e-06,0.8000000003005601,131.25966375444187,0.0,2.7243179676530586e-06,420.0,0,0.0,600.0,0.0,0.0
240,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,3.1817316571195086e-06,0.8000000005357853,131.25966379303637,0.0,3.1817316571195086e-06,420.0,0,0.0,600.0,0.0,0.0
300,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,3.566133764515404e-06,0.8000000008105052,131.2596638381109,0.0,3.566133764515404e-06,420.0,0,0.0,600.0,0.0,0.0
360,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,3.903354606871342e-06,0.8000000011184154,131.25966388863114,0.0,3.903354606871342e-06,420.0,0,0.0,600.0,0.0,0.0
420,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,4.209732407513405e-06,0.8000000014554421,131.25966394392867,0.0,4.209732407513405e-06,420.0,0,0.0,600.0,0.0,0.0
480,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,4.47338078736267e-06,0.8000000018189225,131.25966400356654,0.0,4.47338078736267e-06,420.0,0,0.0,600.0,0.0,0.0
540,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,4.7126116303102085e-06,0.8000000022051668,131.25966406693942,0.0,4.7126116303102085e-06,420.0,0,0.0,600.0,0.0,0.0
600,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,4.9400992818219385e-06,0.8000000026120672,131.25966413370142,0.0,4.9400992818219385e-06,420.0,0,0.0,600.0,0.0,0.0
660,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,5.156650201716716e-06,0.8000000030386093,131.25966420368616,0.0,5.156650201716716e-06,420.0,0,0.0,600.0,0.0,0.0
720,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,5.348964830440914e-06,0.8000000034838493,131.2596642767387,0.0,5.348964830440914e-06,420.0,0,0.0,600.0,0.0,0.0
780,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,5.540392037010224e-06,0.800000003945694,131.2596643525157,0.0,5.540392037010224e-06,420.0,0,0.0,600.0,0.0,0.0
840,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,5.7184756542966694e-06,0.8000000044240673,131.25966443100458,0.0,5.7184756542966694e-06,420.0,0,0.0,600.0,0.0,0.0
900,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,5.929720396863984e-06,0.8000000049178168,131.25966451201631,0.0,5.929720396863984e-06,420.0,0,0.0,600.0,0.0,0.0
960,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,6.084198378739083e-06,0.8000000054298056,131.25966459602068,0.0,6.084198378739083e-06,420.0,0,0.0,600.0,0.0,0.0
1020,56,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,6.232068045886087e-06,0.8000000059551327,131.2596646822135,0.0,6.232068045886087e-06,420.0,0,0.0,600.0,0.0,0.0
