,time,time_x,P_Grid,P_BTMS,E_BTMS,P_Charge,P_BTMS_Ch,P_BTMS_DCh,"param: btms size, a,b_sys,b_cap,c"
0,60.0,60,22.997098110941064,22.997098110941064,2.3220030047720662e-14,0.0,22.997098453415248,3.424741801348598e-07,141.337205491619
1,120.0,120,22.997098110939152,22.997098110939152,0.32579222238219724,0.0,22.99709845341311,3.424739568721947e-07,0.2958904109589041
2,180.0,180,22.997098110935326,22.997098110935326,0.6515844447643451,0.0,22.99709845340884,3.424735103472017e-07,0.03397260273972603
3,240.0,240,22.997098110929585,22.997098110929585,0.9773766671464399,0.0,22.997098453402426,3.4247284056044036e-07,0.023148148148148147
4,300.0,300,22.997098110921932,22.997098110921932,1.3031688895284552,0.0,22.99709845339388,3.424719475129436e-07,0.12
5,360.0,360,22.997098110912365,22.997098110912365,1.6289611119103644,0.0,22.9970984533832,3.424708312060064e-07,0.0
6,420.0,420,22.997098110900886,22.997098110900886,1.9547533342921406,0.0,22.99709845337038,3.424694916411101e-07,0.0
7,480.0,480,22.997098110887496,22.997098110887496,2.280545556673758,0.0,22.997098453355424,3.4246792882028483e-07,0.0
8,540.0,540,22.997098110872187,22.997098110872187,2.606337779055189,0.0,22.99709845333833,3.4246614274557873e-07,0.0
9,600.0,600,22.997098110854967,22.997098110854967,2.9321300014364073,0.0,22.9970984533191,3.4246413341973576e-07,0.0
10,660.0,660,22.997098110835832,22.997098110835836,3.2579222238173875,0.0,22.997098453297735,3.4246190084550344e-07,0.0
11,720.0,720,22.997098110814786,22.997098110814786,3.5837144461981016,0.0,22.99709845327423,3.424594450261064e-07,0.0
12,780.0,780,22.99709811079182,22.99709811079182,3.9095066685785245,0.0,22.99709845324859,3.4245676596497014e-07,0.0
13,840.0,840,22.99709811076695,22.997098110766952,4.235298890958628,0.0,22.99709845322081,3.4245386366598996e-07,0.0
14,900.0,900,22.99709811074016,22.99709811074016,4.561091113338386,0.0,22.997098453190898,3.424507381332764e-07,0.0
15,960.0,960,22.997098110711455,22.997098110711455,4.886883335717774,0.0,22.997098453158845,3.4244738937124136e-07,0.0
16,1020.0,1020,22.997098110680838,22.997098110680838,5.212675558096762,0.0,22.997098453124657,3.424438173846374e-07,0.0
17,1080.0,1080,22.997098110648302,22.997098110648302,5.538467780475325,0.0,22.997098453088327,3.424400221786476e-07,0.0
18,1140.0,1140,22.997098110613855,22.997098110613855,5.864260002853437,0.0,22.99709845304986,3.424360037586235e-07,0.0
19,1200.0,1200,22.99709811057749,22.997098110577493,6.190052225231072,0.0,22.997098453009254,3.424317621302361e-07,0.0
20,1260.0,1260,22.997098110539213,22.997098110539213,6.5158444476082025,0.0,22.997098452966508,3.4242729729957937e-07,0.0
21,1320.0,1320,22.997098110499017,22.997098110499017,6.841636669984802,0.0,22.997098452921627,3.4242260927302e-07,0.0
22,1380.0,1380,22.997098110456907,22.997098110456907,7.167428892360842,0.0,22.997098452874607,3.4241769805721176e-07,0.0
23,1440.0,1440,22.997098110412878,22.997098110412878,7.4932211147363,0.0,22.997098452825444,3.4241256365918485e-07,0.0
24,1500.0,1500,22.997098110366938,22.997098110366938,7.819013337111145,0.0,22.997098452774146,3.424072060861704e-07,0.0
25,1560.0,1560,22.99709811031908,22.99709811031908,8.144805559485354,0.0,22.997098452720703,3.4240162534589095e-07,0.0
26,1620.0,1620,22.997098110269302,22.997098110269302,8.470597781858897,0.0,22.997098452665124,3.4239582144625563e-07,0.0
27,1680.0,1680,22.99709811021761,22.99709811021761,8.796390004231752,0.0,22.997098452607403,3.423897943955034e-07,0.0
28,1740.0,1740,22.997098110164,22.997098110164,9.122182226603888,0.0,22.997098452547544,3.4238354420228223e-07,0.0
29,1800.0,1800,22.99709811010847,22.99709811010847,9.447974448975279,0.0,22.99709845248554,3.4237707087548043e-07,0.0
30,1860.0,1860,22.997098110051024,22.997098110051024,9.7737666713459,0.0,22.997098452421397,3.423703744242948e-07,0.0
31,1920.0,1920,22.997098109991658,22.997098109991658,10.099558893715725,0.0,22.997098452355115,3.423634548583129e-07,0.0
32,1980.0,1980,22.997098109930374,22.997098109930374,10.425351116084727,0.0,22.997098452286686,3.42356312187327e-07,0.0
33,2040.0,2040,22.997098109867174,22.997098109867174,10.751143338452877,0.0,22.997098452216118,3.4234894642158485e-07,0.0
34,2100.0,2100,22.99709810980205,22.99709810980205,11.076935560820152,0.0,22.99709845214341,3.423413575715636e-07,0.0
35,2160.0,2160,22.997098109735006,22.997098109735006,11.40272778318652,0.0,22.997098452068553,3.423335456481029e-07,0.0
36,2220.0,2220,22.997098109666045,22.997098109666045,11.72852000555196,0.0,22.997098451991558,3.4232551066228965e-07,0.0
37,2280.0,2280,22.99709810959516,22.99709810959516,12.054312227916443,0.0,22.997098451912414,3.4231725262561265e-07,0.0
38,2340.0,2340,22.99709810952236,22.99709810952236,12.380104450279942,0.0,22.997098451831132,3.4230877154986207e-07,0.0
39,2400.0,2400,22.99709810944763,22.99709810944763,12.705896672642432,0.0,22.997098451747696,3.4230006744710043e-07,0.0
40,2460.0,2460,22.997098109370985,22.997098109370985,13.031688895003883,0.0,22.997098451662126,3.4229114032979215e-07,0.0
41,2520.0,2520,22.997098109292416,22.997098109292416,13.357481117364273,0.0,22.997098451574406,3.42281990210642e-07,0.0
42,2580.0,2580,22.99709810921192,22.99709810921192,13.68327333972357,0.0,22.997098451484536,3.42272617102681e-07,0.0
43,2640.0,2640,22.997098109129503,22.997098109129503,14.009065562081753,0.0,22.997098451392525,3.4226302101937085e-07,0.0
44,2700.0,2700,22.99709810904516,22.99709810904516,14.33485778443879,0.0,22.997098451298367,3.422532019742913e-07,0.0
45,2760.0,2760,22.997098108958898,22.997098108958898,14.660650006794661,0.0,22.99709845120206,3.422431599815388e-07,0.0
46,2820.0,2820,22.997098108870713,22.997098108870713,14.98644222914933,0.0,22.997098451103604,3.4223289505540705e-07,0.0
47,2880.0,2880,22.997098108780595,22.997098108780595,15.312234451502778,0.0,22.997098451003,3.4222240721055566e-07,0.0
48,2940.0,2940,22.997098108688554,22.997098108688554,15.638026673854975,0.0,22.997098450900253,3.422116964619921e-07,0.0
49,3000.0,3000,22.99709810859459,22.99709810859459,15.963818896205897,0.0,22.997098450795352,3.4220076282496413e-07,0.0
