time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,744,[],[0],0.0,[nan],0,[],[],0,5.312279576964556e-06,0.8,60.00000670643888,0.0,5.312279576964556e-06,105.0,0,0.0,0.0,0.0,0.0
120,744,[],[0],0.0,[nan],0,[],[],0,6.644723122477906e-06,0.8000000010034306,60.00000678169618,0.0,6.644723122477906e-06,105.0,0,0.0,150.0,0.0,0.0
180,744,[],[0],0.0,[nan],0,[],[],0,6.483261408364593e-06,0.8000000022585448,60.000006875829754,0.0,6.483261408364593e-06,105.0,0,0.0,150.0,0.0,0.0
240,744,[],[0],0.0,[nan],0,[],[],0,7.5983832233196895e-06,0.8000000034831607,60.00000696767596,0.0,7.5983832233196895e-06,105.0,0,0.0,150.0,0.0,0.0
300,744,[],[0],0.0,[nan],0,[],[],0,8.784006966991899e-06,0.8000000049184107,60.00000707531972,0.0,8.784006966991899e-06,105.0,0,0.0,150.0,0.0,0.0
360,744,[],[0],0.0,[nan],0,[],[],0,8.554245510138222e-06,0.8000000065776118,60.00000719975982,0.0,8.554245510138222e-06,105.0,0,0.0,150.0,0.0,0.0
420,744,[],[0],0.0,[nan],0,[],[],0,8.40580282991502e-06,0.8000000081934137,60.00000732094497,0.0,8.40580282991502e-06,105.0,0,0.0,150.0,0.0,0.0
480,744,[],[0],0.0,[nan],0,[],[],0,9.388125509894296e-06,0.8000000097811762,60.000007440027176,0.0,9.388125509894296e-06,105.0,0,0.0,150.0,0.0,0.0
540,744,[],[0],0.0,[nan],0,[],[],0,8.566426734490154e-06,0.8000000115544886,60.00000757302562,0.0,8.566426734490154e-06,105.0,0,0.0,150.0,0.0,0.0
600,744,[],[0],0.0,[nan],0,[],[],0,9.457550799403235e-06,0.8000000131725913,60.000007694383335,0.0,9.457550799403235e-06,105.0,0,0.0,150.0,0.0,0.0
660,744,[],[0],0.0,[nan],0,[],[],0,9.67224123058374e-06,0.8000000149590174,60.000007828365305,0.0,9.67224123058374e-06,105.0,0,0.0,150.0,0.0,0.0
720,744,[],[0],0.0,[nan],0,[],[],0,9.731378342085853e-06,0.8000000167859961,60.000007965388725,0.0,9.731378342085853e-06,105.0,0,0.0,150.0,0.0,0.0
780,744,[],[0],0.0,[nan],0,[],[],0,9.790711145858348e-06,0.8000000186241452,60.00000810324992,0.0,9.790711145858348e-06,105.0,0,0.0,150.0,0.0,0.0
840,744,[],[0],0.0,[nan],0,[],[],0,9.160300337922648e-06,0.8000000204735015,60.00000824195166,0.0,9.160300337922648e-06,105.0,0,0.0,150.0,0.0,0.0
900,744,[],[0],0.0,[nan],0,[],[],0,8.693905157872046e-06,0.8000000222037803,60.000008371722586,0.0,8.693905157872046e-06,105.0,0,0.0,150.0,0.0,0.0
960,744,[],[0],0.0,[nan],0,[],[],0,8.792008033182934e-06,0.8000000238459622,60.000008494886245,0.0,8.792008033182934e-06,105.0,0,0.0,150.0,0.0,0.0
1020,744,[],[0],0.0,[nan],0,[],[],0,9.089724894144938e-06,0.8000000255066747,60.00000861943969,0.0,9.089724894144938e-06,105.0,0,0.0,150.0,0.0,0.0
1080,744,[],[0],0.0,[nan],0,[],[],0,8.955672023289257e-06,0.8000000272236225,60.000008748210796,0.0,8.955672023289257e-06,105.0,0,0.0,150.0,0.0,0.0
1140,744,[],[0],0.0,[nan],0,[],[],0,8.72063680952679e-06,0.8000000289152492,60.00000887508281,0.0,8.72063680952679e-06,105.0,0,0.0,150.0,0.0,0.0
1200,744,[],[0],0.0,[nan],0,[],[],0,8.734263406613486e-06,0.8000000305624805,60.00000899862517,0.0,8.734263406613486e-06,105.0,0,0.0,150.0,0.0,0.0
1260,744,[],[0],0.0,[nan],0,[],[],0,8.904329245048563e-06,0.8000000322122857,60.00000912236057,0.0,8.904329245048563e-06,105.0,0,0.0,150.0,0.0,0.0
1320,744,[],[0],0.0,[nan],0,[],[],0,8.950042893493e-06,0.8000000338942143,60.00000924850523,0.0,8.950042893493e-06,105.0,0,0.0,150.0,0.0,0.0
1380,744,[],[0],0.0,[nan],0,[],[],0,8.687132725175446e-06,0.8000000355847777,60.0000093752975,0.0,8.687132725175446e-06,105.0,0,0.0,150.0,0.0,0.0
1440,744,[],[0],0.0,[nan],0,[],[],0,8.110692874943154e-06,0.8000000372256804,60.000009498365216,0.0,8.110692874943154e-06,105.0,0,0.0,150.0,0.0,0.0
1500,744,[],[0],0.0,[nan],0,[],[],0,8.12595893318238e-06,0.8000000387577,60.0000096132667,0.0,8.12595893318238e-06,105.0,0,0.0,150.0,0.0,0.0
1560,744,[],[0],0.0,[nan],0,[],[],0,7.520381642905136e-06,0.8000000402926031,60.00000972838445,0.0,7.520381642905136e-06,105.0,0,0.0,150.0,0.0,0.0
1620,744,[],[0],0.0,[nan],0,[],[],0,7.096465988219163e-06,0.8000000417131196,60.00000983492319,0.0,7.096465988219163e-06,105.0,0,0.0,150.0,0.0,0.0
1680,744,[],[0],0.0,[nan],0,[],[],0,7.502363860714881e-06,0.800000043053563,60.00000993545646,0.0,7.502363860714881e-06,105.0,0,0.0,150.0,0.0,0.0
1740,744,[],[0],0.0,[nan],0,[],[],0,7.646913507073242e-06,0.800000044470676,60.00001004173995,0.0,7.646913507073242e-06,105.0,0,0.0,150.0,0.0,0.0
1800,744,[],[0],0.0,[nan],0,[],[],0,7.469535454129765e-06,0.8000000459150929,60.000010150071226,0.0,7.469535454129765e-06,105.0,0,0.0,150.0,0.0,0.0
1860,744,[],[0],0.0,[nan],0,[],[],0,7.703268709722537e-06,0.800000047326005,60.00001025588965,0.0,7.703268709722537e-06,105.0,0,0.0,150.0,0.0,0.0
1920,744,[],[0],0.0,[nan],0,[],[],0,8.054826253078194e-06,0.8000000487810667,60.000010365019286,0.0,8.054826253078194e-06,105.0,0,0.0,150.0,0.0,0.0
1980,744,[],[0],0.0,[nan],0,[],[],0,8.3446048443483e-06,0.8000000503025336,60.00001047912932,0.0,8.3446048443483e-06,105.0,0,0.0,150.0,0.0,0.0
2040,744,[],[0],0.0,[nan],0,[],[],0,8.183295656818183e-06,0.8000000518787366,60.000010597344556,0.0,8.183295656818183e-06,105.0,0,0.0,150.0,0.0,0.0
2100,744,[],[0],0.0,[nan],0,[],[],0,7.999006280778556e-06,0.80000005342447,60.00001071327458,0.0,7.999006280778556e-06,105.0,0,0.0,150.0,0.0,0.0
2160,744,[],[0],0.0,[nan],0,[],[],0,7.685958714469439e-06,0.8000000549353933,60.00001082659383,0.0,7.685958714469439e-06,105.0,0,0.0,150.0,0.0,0.0
2220,744,[],[0],0.0,[nan],0,[],[],0,7.043268359805974e-06,0.8000000563871853,60.000010935478244,0.0,7.043268359805974e-06,105.0,0,0.0,150.0,0.0,0.0
2280,744,[],[0],0.0,[nan],0,[],[],0,7.51913044695795e-06,0.8000000577175802,60.00001103525788,0.0,7.51913044695795e-06,105.0,0,0.0,150.0,0.0,0.0
2340,744,[],[0],0.0,[nan],0,[],[],0,7.716540702826446e-06,0.8000000591378603,60.00001114177889,0.0,7.716540702826446e-06,105.0,0,0.0,150.0,0.0,0.0
2400,744,[],[0],0.0,[nan],0,[],[],0,7.70084537012397e-06,0.8000000605954289,60.00001125109655,0.0,7.70084537012397e-06,105.0,0,0.0,150.0,0.0,0.0
2460,744,[],[0],0.0,[nan],0,[],[],0,7.755246691372321e-06,0.8000000620500329,60.00001136019186,0.0,7.755246691372321e-06,105.0,0,0.0,150.0,0.0,0.0
2520,744,[],[0],0.0,[nan],0,[],[],0,7.775437568516015e-06,0.8000000635149126,60.000011470057856,0.0,7.775437568516015e-06,105.0,0,0.0,150.0,0.0,0.0
2580,744,[],[0],0.0,[nan],0,[],[],0,7.693481460097048e-06,0.8000000649836062,60.000011580209886,0.0,7.693481460097048e-06,105.0,0,0.0,150.0,0.0,0.0
2640,744,[],[0],0.0,[nan],0,[],[],0,7.710266373410326e-06,0.8000000664368192,60.000011689200875,0.0,7.710266373410326e-06,105.0,0,0.0,150.0,0.0,0.0
2700,744,[],[0],0.0,[nan],0,[],[],0,7.837905148358988e-06,0.8000000678932027,60.00001179842965,0.0,7.837905148358988e-06,105.0,0,0.0,150.0,0.0,0.0
2760,744,[],[0],0.0,[nan],0,[],[],0,7.977672421225051e-06,0.8000000693736957,60.000011909466636,0.0,7.977672421225051e-06,105.0,0,0.0,150.0,0.0,0.0
2820,744,[],[0],0.0,[nan],0,[],[],0,8.1845210564082e-06,0.8000000708805892,60.00001202248366,0.0,8.1845210564082e-06,105.0,0,0.0,150.0,0.0,0.0
