,time,time_x,P_Grid,P_BTMS,E_BTMS,P_Charge,P_BTMS_Ch,P_BTMS_DCh,"param: btms size, a,b_sys,b_cap,b_loan,c,d_wait_cost"
0,60.0,60,35.055092485191615,35.05509248519163,2.4830679261559063,0.0,35.05509321215866,7.269670254688491e-07,390.835062919296
1,120.0,120,35.05509365435992,35.05509365435992,2.9796817345458475,0.0,35.05509438152591,7.271659725672119e-07,0.3287671232876712
2,180.0,180,35.05509433133869,35.055094331338694,3.4762955594984737,0.0,35.05509505873763,7.273989308484962e-07,0.04323985936321764
3,240.0,240,35.055094726592586,35.05509472659259,3.972909394041088,0.0,35.05509545424995,7.276573526648477e-07,0.023148148148148147
4,300.0,300,35.05509495390845,35.05509495390846,4.469523234182519,0.0,35.05509568184389,7.279354200548084e-07,0.009341992564003648
5,360.0,360,35.05509507734699,35.055095077347005,4.96613707754354,0.0,35.055095805575945,7.282289360399136e-07,0.12
6,420.0,420,35.05509513443825,35.055095134438254,5.462750922652534,0.0,35.05509586297303,7.285347707125132e-07,0.0
7,480.0,480,35.05509514799434,35.055095147994344,5.959364768569554,0.0,35.05509587684489,7.288505371356257e-07,0.0
8,540.0,540,35.05509513234823,35.055095132348235,6.455978614677811,0.0,35.055095861522624,7.29174382290243e-07,0.0
9,600.0,600,35.055095096773194,35.05509509677321,6.9525924605636735,0.0,35.055095826278055,7.295048447368222e-07,0.0
10,660.0,660,35.055095047424786,35.05509504742479,7.449206305944671,0.0,35.05509577726556,7.298407547044585e-07,0.0
11,720.0,720,35.05509498848101,35.05509498848102,7.945820150625707,0.0,35.05509571866219,7.301811626085488e-07,0.0
12,780.0,780,35.055094922832495,35.0550949228325,8.442433994470901,0.0,35.0550956533578,7.305252871897923e-07,0.0
13,840.0,840,35.05509485251206,35.05509485251208,8.939047837385196,0.0,35.05509558338456,7.308724774480788e-07,0.0
14,900.0,900,35.05509477896898,35.055094778968986,9.435661679302427,0.0,35.05509551019118,7.312221844018196e-07,0.0
15,960.0,960,35.05509470324813,35.05509470324813,9.93227552017687,0.0,35.05509543482208,7.315739399230069e-07,0.0
16,1020.0,1020,35.05509462610958,35.055094626109586,10.428889359977765,0.0,35.05509535803694,7.319273407145076e-07,0.0
17,1080.0,1080,35.05509454810986,35.055094548109864,10.925503198685002,0.0,35.05509528039191,7.322820360608621e-07,0.0
18,1140.0,1140,35.05509446965815,35.05509446965816,11.422117036286298,0.0,35.05509520229588,7.326377183705178e-07,0.0
19,1200.0,1200,35.05509439105583,35.05509439105584,11.918730872775342,0.0,35.05509512404996,7.329941158017023e-07,0.0
20,1260.0,1260,35.05509431252461,35.055094312524616,12.41534470814995,0.0,35.05509504587562,7.333509864581482e-07,0.0
21,1320.0,1320,35.055094234226864,35.055094234226864,12.911958542411162,0.0,35.055094967934984,7.337081137752531e-07,0.0
22,1380.0,1380,35.05509415628044,35.05509415628045,13.408572375562223,0.0,35.055094890345764,7.340653028185496e-07,0.0
23,1440.0,1440,35.05509407876966,35.05509407876967,13.905186207608132,0.0,35.055094813192056,7.34422377286509e-07,0.0
24,1500.0,1500,35.055094001753446,35.05509400175345,14.401800038555143,0.0,35.05509473653264,7.34779177061108e-07,0.0
25,1560.0,1560,35.055093925271436,35.05509392527145,14.898413868410163,0.0,35.05509466040701,7.351355561885678e-07,0.0
26,1620.0,1620,35.05509384934866,35.055093849348665,15.395027697180785,0.0,35.05509458484005,7.354913812007056e-07,0.0
27,1680.0,1680,35.05509377399903,35.05509377399903,15.891641524874961,0.0,35.055094509845574,7.358465297071193e-07,0.0
28,1740.0,1740,35.05509369922809,35.055093699228095,16.388255351500785,0.0,35.05509443542899,7.362008892056581e-07,0.0
29,1800.0,1800,35.05509362503507,35.05509362503508,16.88486917706643,0.0,35.05509436158944,7.365543560696273e-07,0.0
30,1860.0,1860,35.0550935514145,35.05509355141451,17.38148300158019,0.0,35.05509428832135,7.369068346789919e-07,0.0
31,1920.0,1920,35.055093478357485,35.0550934783575,17.878096825050093,0.0,35.05509421561574,7.372582366694506e-07,0.0
