time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
120,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
180,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
240,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
300,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
360,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
420,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
480,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
540,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
600,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
660,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
720,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
780,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
840,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
900,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
960,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1020,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1080,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1140,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1200,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1260,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1320,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1380,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1440,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1500,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1560,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1620,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1680,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1740,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1800,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
1860,1080,[],"[0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,374.9999991287369,0.0,0.0,735.0,0,0.0,0.0,0.0,0.0
