,time,time_x,P_Grid,P_BTMS,E_BTMS,P_Charge,P_BTMS_Ch,P_BTMS_DCh,"param: btms size, a,b,c"
0,60.0,60,27.52392240925877,27.52392240925877,1.555476199008176e-15,0.0,27.52392241325359,-3.994823282953038e-09,216.94068899403746
1,120.0,120,27.523922409258756,27.523922409258756,0.4229509410170853,0.0,27.523922413253583,-3.994822341948711e-09,0.5917808219178082
2,180.0,180,27.523922409258734,27.523922409258734,0.8459018820341689,0.0,27.523922413253555,-3.994820459941219e-09,0.040740740740740744
3,240.0,240,27.5239224092587,27.5239224092587,1.2688528230512524,0.0,27.523922413253516,-3.994817636935597e-09,0.12
4,300.0,300,27.523922409258645,27.523922409258645,1.691803764068335,0.0,27.523922413253462,-3.994813872937655e-09,0.0
5,360.0,360,27.523922409258585,27.523922409258585,2.1147547050854167,0.0,27.523922413253395,-3.9948091679562224e-09,0.0
6,420.0,420,27.52392240925851,27.52392240925851,2.537705646102498,0.0,27.523922413253317,-3.994803522000905e-09,0.0
7,480.0,480,27.52392240925843,27.52392240925843,2.9606565871195776,0.0,27.523922413253224,-3.9947969350847145e-09,0.0
8,540.0,540,27.52392240925833,27.52392240925833,3.3836075281366567,0.0,27.523922413253118,-3.99478940722175e-09,0.0
9,600.0,600,27.52392240925822,27.52392240925822,3.806558469153734,0.0,27.523922413253,-3.994780938429207e-09,0.0
10,660.0,660,27.523922409258095,27.523922409258095,4.2295094101708095,0.0,27.52392241325287,-3.994771528725909e-09,0.0
11,720.0,720,27.52392240925796,27.52392240925796,4.652460351187883,0.0,27.523922413252723,-3.9947611781310655e-09,0.0
12,780.0,780,27.523922409257814,27.523922409257814,5.0754112922049535,0.0,27.523922413252564,-3.9947498866703915e-09,0.0
13,840.0,840,27.523922409257654,27.523922409257654,5.498362233222023,0.0,27.523922413252393,-3.994737654365655e-09,0.0
14,900.0,900,27.523922409257484,27.523922409257484,5.92131317423909,0.0,27.523922413252205,-3.9947244812459025e-09,0.0
15,960.0,960,27.523922409257295,27.523922409257295,6.344264115256155,0.0,27.523922413252006,-3.994710367339098e-09,0.0
16,1020.0,1020,27.523922409257104,27.523922409257104,6.7672150562732165,0.0,27.523922413251793,-3.9946953126771525e-09,0.0
17,1080.0,1080,27.52392240925689,27.52392240925689,7.190165997290275,0.0,27.52392241325157,-3.994679317293066e-09,0.0
18,1140.0,1140,27.52392240925667,27.52392240925667,7.613116938307331,0.0,27.52392241325133,-3.994662381221771e-09,0.0
19,1200.0,1200,27.52392240925644,27.52392240925644,8.036067879324383,0.0,27.523922413251082,-3.994644504501457e-09,0.0
20,1260.0,1260,27.523922409256194,27.523922409256194,8.45901882034143,0.0,27.523922413250816,-3.9946256871708516e-09,0.0
21,1320.0,1320,27.523922409255935,27.523922409255935,8.881969761358475,0.0,27.523922413250542,-3.994605929271862e-09,0.0
22,1380.0,1380,27.52392240925566,27.52392240925566,9.304920702375515,0.0,27.52392241325025,-3.994585230848097e-09,0.0
23,1440.0,1440,27.52392240925538,27.52392240925538,9.727871643392552,0.0,27.52392241324994,-3.9945635919441734e-09,0.0
24,1500.0,1500,27.523922409255086,27.523922409255086,10.150822584409584,0.0,27.523922413249625,-3.994541012609279e-09,0.0
25,1560.0,1560,27.52392240925478,27.52392240925478,10.573773525426612,0.0,27.5239224132493,-3.994517492892599e-09,0.0
26,1620.0,1620,27.523922409254457,27.523922409254457,10.996724466443634,0.0,27.52392241324895,-3.994493032846342e-09,0.0
27,1680.0,1680,27.523922409254123,27.523922409254123,11.419675407460653,0.0,27.523922413248595,-3.994467632524032e-09,0.0
28,1740.0,1740,27.52392240925378,27.52392240925378,11.842626348477664,0.0,27.523922413248222,-3.9944412919817505e-09,0.0
29,1800.0,1800,27.523922409253426,27.523922409253426,12.265577289494672,0.0,27.52392241324784,-3.994414011278212e-09,0.0
30,1860.0,1860,27.523922409253057,27.523922409253057,12.688528230511674,0.0,27.523922413247444,-3.994385790472671e-09,0.0
31,1920.0,1920,27.523922409252673,27.523922409252673,13.111479171528671,0.0,27.523922413247032,-3.994356629627562e-09,0.0
32,1980.0,1980,27.523922409252283,27.523922409252283,13.534430112545662,0.0,27.52392241324661,-3.9943265288079494e-09,0.0
33,2040.0,2040,27.523922409251877,27.523922409251877,13.957381053562646,0.0,27.523922413246176,-3.9942954880797524e-09,0.0
34,2100.0,2100,27.52392240925146,27.52392240925146,14.380331994579624,0.0,27.52392241324572,-3.99426350751098e-09,0.0
35,2160.0,2160,27.523922409251025,27.523922409251025,14.803282935596595,0.0,27.52392241324526,-3.994230587172972e-09,0.0
36,2220.0,2220,27.523922409250584,27.523922409250584,15.226233876613561,0.0,27.52392241324478,-3.994196727137069e-09,0.0
37,2280.0,2280,27.523922409250126,27.523922409250126,15.64918481763052,0.0,27.523922413244293,-3.994161927479415e-09,0.0
38,2340.0,2340,27.52392240924966,27.52392240924966,16.07213575864747,0.0,27.52392241324379,-3.994126188275298e-09,0.0
39,2400.0,2400,27.52392240924918,27.52392240924918,16.495086699664416,0.0,27.52392241324327,-3.994089509605665e-09,0.0
40,2460.0,2460,27.523922409248687,27.523922409248687,16.918037640681355,0.0,27.523922413242737,-3.994051891548982e-09,0.0
41,2520.0,2520,27.523922409248183,27.523922409248183,17.340988581698284,0.0,27.523922413242197,-3.99401333418875e-09,0.0
42,2580.0,2580,27.523922409247668,27.523922409247668,17.763939522715205,0.0,27.523922413241642,-3.9939738376110265e-09,0.0
43,2640.0,2640,27.523922409247138,27.523922409247138,18.18689046373212,0.0,27.52392241324107,-3.993933401901482e-09,0.0
44,2700.0,2700,27.52392240924659,27.52392240924659,18.609841404749027,0.0,27.523922413240488,-3.9938920271496596e-09,0.0
45,2760.0,2760,27.52392240924604,27.52392240924604,19.032792345765923,0.0,27.52392241323989,-3.993849713447116e-09,0.0
46,2820.0,2820,27.523922409245476,27.523922409245476,19.455743286782813,0.0,27.523922413239276,-3.993806460886804e-09,0.0
47,2880.0,2880,27.523922409244893,27.523922409244893,19.878694227799695,0.0,27.52392241323865,-3.9937622695642306e-09,0.0
48,2940.0,2940,27.5239224092443,27.5239224092443,20.301645168816567,0.0,27.52392241323802,-3.993717139576296e-09,0.0
49,3000.0,3000,27.523922409243696,27.523922409243696,20.724596109833428,0.0,27.52392241323737,-3.9936710710224605e-09,0.0
50,3060.0,3060,27.523922409243077,27.523922409243077,21.14754705085028,0.0,27.523922413236704,-3.993624064003497e-09,0.0
51,3120.0,3120,27.52392240924245,27.52392240924245,21.57049799186713,0.0,27.523922413236026,-3.993576118625449e-09,0.0
52,3180.0,3180,27.52392240924181,27.52392240924181,21.99344893288396,0.0,27.523922413235336,-3.9935272349912585e-09,0.0
53,3240.0,3240,27.523922409241155,27.523922409241155,22.41639987390079,0.0,27.52392241323463,-3.993477413208828e-09,0.0
54,3300.0,3300,27.52392240924049,27.52392240924049,22.839350814917605,0.0,27.52392241323391,-3.9934266533892345e-09,0.0
55,3360.0,3360,27.52392240923981,27.52392240923981,23.26230175593441,0.0,27.523922413233183,-3.9933749556429345e-09,0.0
56,3420.0,3420,27.523922409239116,27.523922409239116,23.6852526969512,0.0,27.52392241323244,-3.993322320083716e-09,0.0
57,3480.0,3480,27.52392240923841,27.52392240923841,24.108203637967986,0.0,27.52392241323168,-3.9932687468276914e-09,0.0
58,3540.0,3540,27.5239224092377,27.5239224092377,24.53115457898476,0.0,27.523922413230913,-3.993214235993528e-09,0.0
59,3600.0,3600,27.523922409236963,27.523922409236963,24.954105520001523,0.0,27.523922413230128,-3.9931587876999714e-09,0.0
60,3660.0,3660,27.523922409236228,27.523922409236228,25.377056461018274,0.0,27.523922413229325,-3.99310240206964e-09,0.0
