time,Event,ChargingStationId,VehicleId,QueueOrBay,ChargingDesire,VehicleType,VehicleArrival,VehicleDesiredEnd,VehicleEnergy,VehicleDesiredEnergy,VehicleSoc,VehicleMaxEnergy,VehicleMaxPower,ChargingBayMaxPower
29820,ArrivalEvent,1430,rideHailVehicle-141660@GlobalRHM,,1.066079295154185,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-300,29775,30501.0,0.0,60.5,0.0,83.95390333333333,300.0,
29820,ReparkEvent,1430,rideHailVehicle-141660@GlobalRHM,Bay,1.066079295154185,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-300,29775,30501.0,0.0,60.5,0.0,83.95390333333333,300.0,300.0
30600,ReleaseEvent,1430,rideHailVehicle-141660@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-300,29775,30501.0,60.5,60.5,0.7206335572008942,83.95390333333333,300.0,
34020,ArrivalEvent,1430,rideHailVehicle-3227149@GlobalRHM,,1.0186567164179103,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300-150,33995,35360.0,0.0,56.875,0.0,83.95390333333333,150.0,
34020,ReparkEvent,1430,rideHailVehicle-3227149@GlobalRHM,Bay,1.0186567164179103,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300-150,33995,35360.0,0.0,56.875,0.0,83.95390333333333,150.0,300.0
35400,ReleaseEvent,1430,rideHailVehicle-3227149@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300-150,33995,35360.0,56.875,56.875,0.6774551002611712,83.95390333333333,150.0,
44520,ArrivalEvent,1430,rideHailVehicle-6745179@GlobalRHM,,1.0394366197183098,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,44492,45230.0,0.0,61.5,0.0,83.95390333333333,400.0,
44520,ReparkEvent,1430,rideHailVehicle-6745179@GlobalRHM,Bay,1.0394366197183098,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,44492,45230.0,0.0,61.5,0.0,83.95390333333333,400.0,300.0
45300,ReleaseEvent,1430,rideHailVehicle-6745179@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,44492,45230.0,61.5,61.5,0.7325448556670247,83.95390333333333,400.0,
51540,ArrivalEvent,1430,rideHailVehicle-5713368@GlobalRHM,,1.0043478260869565,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,51537,52230.0,0.0,57.75,0.0,83.95390333333333,400.0,
51540,ReparkEvent,1430,rideHailVehicle-5713368@GlobalRHM,Bay,1.0043478260869565,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,51537,52230.0,0.0,57.75,0.0,83.95390333333333,400.0,300.0
52260,ReleaseEvent,1430,rideHailVehicle-5713368@GlobalRHM,,,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,51537,52230.0,57.75,57.75,0.6878774864190353,83.95390333333333,400.0,
58500,ArrivalEvent,1430,rideHailVehicle-2569226@GlobalRHM,,1.0087847730600292,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,58494,59183.0,0.0,57.416666666666664,0.0,83.95390333333333,400.0,
58500,ReparkEvent,1430,rideHailVehicle-2569226@GlobalRHM,Bay,1.0087847730600292,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,58494,59183.0,0.0,57.416666666666664,0.0,83.95390333333333,400.0,300.0
59220,ReleaseEvent,1430,rideHailVehicle-2569226@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,58494,59183.0,57.416666666666664,57.416666666666664,0.6839070535969918,83.95390333333333,400.0,
64200,ArrivalEvent,1430,rideHailVehicle-1142629@GlobalRHM,,1.0396174863387977,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,64171,64932.0,0.0,63.416666666666664,0.0,83.95390333333333,400.0,
64200,ReparkEvent,1430,rideHailVehicle-1142629@GlobalRHM,Bay,1.0396174863387977,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,64171,64932.0,0.0,63.416666666666664,0.0,83.95390333333333,400.0,300.0
64740,ArrivalEvent,1430,rideHailVehicle-2042123@GlobalRHM,,1.0657568238213397,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,64687,65546.0,0.0,71.58333333333333,0.0,83.95390333333333,400.0,
64740,ReparkEvent,1430,rideHailVehicle-2042123@GlobalRHM,Bay,1.0657568238213397,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,64687,65546.0,0.0,71.58333333333333,0.0,83.95390333333333,400.0,300.0
64980,ReleaseEvent,1430,rideHailVehicle-1142629@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,64171,64932.0,63.416666666666664,63.416666666666664,0.7553748443937747,83.95390333333333,400.0,
66180,ReleaseEvent,1430,rideHailVehicle-2042123@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,64687,65546.0,71.58333333333333,71.58333333333333,0.8526504485338402,83.95390333333333,400.0,
71040,ArrivalEvent,1430,rideHailVehicle-5590405@GlobalRHM,,1.0582089552238807,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-300,71001,71710.0,0.0,59.083333333333336,0.0,83.95390333333333,300.0,
71040,ReparkEvent,1430,rideHailVehicle-5590405@GlobalRHM,Bay,1.0582089552238807,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-300,71001,71710.0,0.0,59.083333333333336,0.0,83.95390333333333,300.0,300.0
71760,ReleaseEvent,1430,rideHailVehicle-5590405@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-300,71001,71710.0,59.083333333333336,59.083333333333336,0.7037592177072093,83.95390333333333,300.0,
