time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,3.2984595448015448e-06,0.8,58.73333805496298,0.0,3.2984595448015448e-06,420.0,0,0.0,0.0,0.0,0.0
120,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,4.733906652521456e-06,0.8000000006364791,58.73333810169115,0.0,4.733906652521456e-06,420.0,0,0.0,600.0,0.0,0.0
180,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,5.382537463450089e-06,0.8000000015499458,58.733338168754834,0.0,5.382537463450089e-06,420.0,0,0.0,600.0,0.0,0.0
240,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,8.57481586321364e-06,0.8000000025885737,58.733338245007445,0.0,8.57481586321364e-06,420.0,0,0.0,600.0,0.0,0.0
300,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,7.711847929237017e-06,0.800000004243192,58.733338366484006,0.0,7.711847929237017e-06,420.0,0,0.0,600.0,0.0,0.0
360,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,6.967388271346055e-06,0.8000000057312896,58.73333847573519,0.0,6.967388271346055e-06,420.0,0,0.0,600.0,0.0,0.0
420,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,6.4613209402948696e-06,0.8000000070757345,58.733338574439856,0.0,6.4613209402948696e-06,420.0,0,0.0,600.0,0.0,0.0
480,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,8.959152502455697e-06,0.8000000083225273,58.73333866597523,0.0,8.959152502455697e-06,420.0,0,0.0,600.0,0.0,0.0
540,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.0148112321064193e-05,0.8000000100513079,58.73333879289656,0.0,1.0148112321064193e-05,420.0,0,0.0,600.0,0.0,0.0
600,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,8.419655307782829e-06,0.8000000120095133,58.73333893666148,0.0,8.419655307782829e-06,420.0,0,0.0,600.0,0.0,0.0
660,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,7.0503443291387265e-06,0.8000000136341913,58.73333905593993,0.0,7.0503443291387265e-06,420.0,0,0.0,600.0,0.0,0.0
720,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,6.1050799490086425e-06,0.8000000149946435,58.733339155819806,0.0,6.1050799490086425e-06,420.0,0,0.0,600.0,0.0,0.0
780,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,8.460224977708725e-06,0.8000000161726951,58.73333924230844,0.0,8.460224977708725e-06,420.0,0,0.0,600.0,0.0,0.0
840,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,6.9940553438475115e-06,0.8000000178052016,58.73333936216163,0.0,6.9940553438475115e-06,420.0,0,0.0,600.0,0.0,0.0
900,1430,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,8.731539754472839e-06,0.8000000191547921,58.73333946124408,0.0,8.731539754472839e-06,420.0,0,0.0,600.0,0.0,0.0
