time,Event,ChargingStationId,VehicleId,QueueOrBay,ChargingDesire,VehicleType,VehicleArrival,VehicleDesiredEnd,VehicleEnergy,VehicleDesiredEnergy,VehicleSoc,VehicleMaxEnergy,VehicleMaxPower,ChargingBayMaxPower
40260,ArrivalEvent,104,rideHailVehicle-3016796@GlobalRHM,,1.1012145748987854,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,40210,40754.0,0.0,45.33333333333333,0.0,83.95390333333333,400.0,
40260,ReparkEvent,104,rideHailVehicle-3016796@GlobalRHM,Bay,1.1012145748987854,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,40210,40754.0,0.0,45.33333333333333,0.0,83.95390333333333,400.0,300.0
40860,ReleaseEvent,104,rideHailVehicle-3016796@GlobalRHM,,,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,40210,40754.0,45.33333333333333,45.33333333333333,0.5399788637979152,83.95390333333333,400.0,
45240,ArrivalEvent,104,rideHailVehicle-3594936@GlobalRHM,,1.0,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,45240,45832.0,0.0,49.333333333333336,0.0,83.95390333333333,400.0,
45240,ReparkEvent,104,rideHailVehicle-3594936@GlobalRHM,Bay,1.0,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,45240,45832.0,0.0,49.333333333333336,0.0,83.95390333333333,400.0,300.0
45840,ReleaseEvent,104,rideHailVehicle-3594936@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,45240,45832.0,49.333333333333336,49.333333333333336,0.5876240576624371,83.95390333333333,400.0,
46800,ArrivalEvent,104,rideHailVehicle-1247796@GlobalRHM,,1.0291970802919708,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,46784,47348.0,0.0,47.0,0.0,83.95390333333333,400.0,
46800,ReparkEvent,104,rideHailVehicle-1247796@GlobalRHM,Bay,1.0291970802919708,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,46784,47348.0,0.0,47.0,0.0,83.95390333333333,400.0,300.0
47340,ArrivalEvent,104,rideHailVehicle-5436819@GlobalRHM,,1.0346620450606585,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,47320,47917.0,0.0,49.75,0.0,83.95390333333333,400.0,
47340,ReparkEvent,104,rideHailVehicle-5436819@GlobalRHM,Bay,1.0346620450606585,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,47320,47917.0,0.0,49.75,0.0,83.95390333333333,400.0,300.0
47400,ReleaseEvent,104,rideHailVehicle-1247796@GlobalRHM,,,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,46784,47348.0,47.0,47.0,0.5598310279081327,83.95390333333333,400.0,
47940,ReleaseEvent,104,rideHailVehicle-5436819@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,47320,47917.0,49.75,49.75,0.5925870986899915,83.95390333333333,400.0,
49800,ArrivalEvent,104,rideHailVehicle-3225046@GlobalRHM,,1.0948616600790513,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,49752,50306.0,0.0,46.166666666666664,0.0,83.95390333333333,400.0,
49800,ReparkEvent,104,rideHailVehicle-3225046@GlobalRHM,Bay,1.0948616600790513,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,49752,50306.0,0.0,46.166666666666664,0.0,83.95390333333333,400.0,300.0
50400,ReleaseEvent,104,rideHailVehicle-3225046@GlobalRHM,,,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300_XFC-400,49752,50306.0,46.166666666666664,46.166666666666664,0.5499049458530239,83.95390333333333,400.0,
50520,ArrivalEvent,104,rideHailVehicle-1394170@GlobalRHM,,1.087260034904014,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,50470,51093.0,0.0,51.916666666666664,0.0,83.95390333333333,400.0,
50520,ReparkEvent,104,rideHailVehicle-1394170@GlobalRHM,Bay,1.087260034904014,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,50470,51093.0,0.0,51.916666666666664,0.0,83.95390333333333,400.0,300.0
51180,ReleaseEvent,104,rideHailVehicle-1394170@GlobalRHM,,,ev-L5-50000-to-100000-LowTech-2040-Midsize-BEV_300_XFC-400,50470,51093.0,51.916666666666664,51.916666666666664,0.6183949120332741,83.95390333333333,400.0,
52020,ArrivalEvent,104,rideHailVehicle-2708397@GlobalRHM,,1.0565068493150684,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,51987,52604.0,0.0,51.416666666666664,0.0,83.95390333333333,400.0,
52020,ReparkEvent,104,rideHailVehicle-2708397@GlobalRHM,Bay,1.0565068493150684,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,51987,52604.0,0.0,51.416666666666664,0.0,83.95390333333333,400.0,300.0
52680,ReleaseEvent,104,rideHailVehicle-2708397@GlobalRHM,,,ev-L5-100000-to-100000000-LowTech-2040-Midsize-BEV_300_XFC-400,51987,52604.0,51.416666666666664,51.416666666666664,0.6124392628002089,83.95390333333333,400.0,
55320,ArrivalEvent,104,rideHailVehicle-487074@GlobalRHM,,1.0,ev-L5-0-to-50000-LowTech-2040-Midsize-BEV_300-150,55320,56533.0,0.0,50.541666666666664,0.0,83.95390333333333,150.0,
