time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
120,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
180,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
240,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
300,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
360,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
420,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
480,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
540,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
600,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
660,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
720,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
780,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
840,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
900,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
960,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1020,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1080,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1140,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1200,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1260,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1320,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1380,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1440,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1500,189,[],"[0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan]",0,[],[],0,0.0,1.0,64.67501738296284,0.0,0.0,525.0,0,0.0,0.0,0.0,0.0
1560,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.0364406779661017, nan, nan, nan, nan]",1,[],[],0,-149.77495716334488,1.0,64.67501738296284,0.0,0.22504283665512048,525.0,0,0.0,0.0,0.0,0.0
1620,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.0383928571428573, nan, nan, nan, nan]",1,[],[],0,-146.8460693722618,0.9545919895381186,61.7382535170149,150.0,3.153930627738191,525.0,0,150.0,176.2058319568763,-1.791666666666667,0.0
1680,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.0405660377358492, nan, nan, nan, nan]",1,[],[],0,-141.05639530931626,0.9100719443941917,58.85891882344114,150.0,8.943604690683742,525.0,0,150.0,348.96591357130194,-1.7916666666666679,0.0
1740,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.0430000000000001, nan, nan, nan, nan]",1,[],[],0,-132.56796385665191,0.8673071832136205,56.09310715070944,150.0,17.432036143348085,525.0,0,150.0,514.9146139352035,-1.7916666666666679,0.0
1800,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.045744680851064, nan, nan, nan, nan]",1,[],[],0,-121.71809840834922,0.8271159015486349,53.49373531038294,150.0,28.28190159165078,525.0,0,150.0,670.8769243547938,-1.7916666666666679,0.0
1860,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.0488636363636366, nan, nan, nan, nan]",1,[],[],0,-108.91118411090022,0.7902140269588869,51.10710592982707,150.0,41.08881588909978,525.0,0,150.0,750.0,-1.7916666666666679,0.0
1920,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.052439024390244, nan, nan, nan, nan]",1,[],[],0,-94.59885599419914,0.7571948875701161,48.97159251588785,150.0,55.40114400580086,525.0,0,150.0,750.0,-1.7916666666666679,0.0
1980,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.056578947368421, nan, nan, nan, nan]",1,[],[],0,-79.26782595699612,0.7285148870945901,47.116712986589825,150.0,70.73217404300388,525.0,0,150.0,750.0,-1.7916666666666679,0.0
2040,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.0614285714285714, nan, nan, nan, nan]",1,[],[],0,-63.42642052058406,0.7044828704042407,45.562441889393824,150.0,86.57357947941594,525.0,0,150.0,750.0,-1.7916666666666679,0.0
2100,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.0671875, nan, nan, nan, nan]",1,[],[],0,-47.5188569773547,0.6852535705192314,44.31878658506864,150.0,102.4811430226453,525.0,0,150.0,750.0,-1.7916666666666679,0.0
2160,189,['rideHailVehicle-1307657@GlobalRHM'],"[150.0, 0, 0, 0, 0]",150.0,"[1.0741379310344827, nan, nan, nan, nan]",1,[],[],0,-31.99178962994911,0.6708470449182183,43.38704429139502,150.0,118.00821037005089,525.0,0,150.0,750.0,-1.7916666666666714,0.0
