time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,1.2035088046782971e-05,0.8,300.0000004503894,0.0,1.2035088046782971e-05,630.0,0,0.0,0.0,0.0,0.0
120,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,1.2856937637246815e-05,0.8000000004546589,300.00000062088645,0.0,1.2856937637246815e-05,630.0,0,0.0,900.0,0.0,0.0
180,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,1.447526396512733e-05,0.8000000009403654,300.0000008030264,0.0,1.447526396512733e-05,630.0,0,0.0,900.0,0.0,0.0
240,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,1.662251746306309e-05,0.8000000014872086,300.0000010080926,0.0,1.662251746306309e-05,630.0,0,0.0,900.0,0.0,0.0
300,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,1.759606485623626e-05,0.8000000021151705,300.0000012435783,0.0,1.759606485623626e-05,630.0,0,0.0,900.0,0.0,0.0
360,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,1.8758754273484e-05,0.8000000027799108,300.0000014928559,0.0,1.8758754273484e-05,630.0,0,0.0,900.0,0.0,0.0
420,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,1.9763911748434144e-05,0.8000000034885748,300.0000017586049,0.0,1.9763911748434144e-05,630.0,0,0.0,900.0,0.0,0.0
480,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,2.076026281921765e-05,0.8000000042352114,300.00000203859366,0.0,2.076026281921765e-05,630.0,0,0.0,900.0,0.0,0.0
540,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,2.1573134010768152e-05,0.800000005019488,300.00000233269736,0.0,2.1573134010768152e-05,630.0,0,0.0,900.0,0.0,0.0
600,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,2.225840812610273e-05,0.800000005834473,300.00000263831674,0.0,2.225840812610273e-05,630.0,0,0.0,900.0,0.0,0.0
660,669,[],"[0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan]",0,[],[],0,2.302728270275375e-05,0.8000000066753462,300.0000029536442,0.0,2.302728270275375e-05,630.0,0,0.0,900.0,0.0,0.0
