,time,time_x,P_Grid,P_BTMS,E_BTMS,E_BTMS_lower,E_BTMS_upper,E_Shift,P_Charge,P_Shift,P_BTMS_Ch,P_BTMS_DCh,t_wait,"param: btms size, a,b,c",d
0,18163.0,18163,581.1786218474688,516.4874527797057,466.48585502745,443.16156227607746,489.8101477788225,7.355023905715407e-13,64.6911691449175,7.715441048252018e-08,516.4874528978403,-1.181345283438667e-07,-1.5102979772514225e-10,976.0,10
1,18463.0,18463,640.0347473003305,542.218537254117,507.3744450381664,482.00572278625805,532.7431672900748,6.430276993813609e-09,97.8162100545347,8.321164301294275e-09,542.2185373725174,-1.1840032298598396e-07,-1.2164441276211143e-10,0.0,10
2,18763.0,18763,576.7405122025018,576.740512204426,550.300079236438,522.7850752746161,577.8150831982599,7.1237074859264765e-09,0.0,1.9241237224694396e-09,576.7405123227286,-1.1830261380452891e-07,-1.1744450005309907e-10,0.0,10
3,19063.0,19063,722.8615969394933,483.03808470523967,595.9587031182766,566.1607679623628,625.7566382741904,7.284052491662242e-09,239.82351223416066,-9.290341914712778e-11,483.03808482247956,-1.1723985464533482e-07,-1.1668440699504195e-10,0.0,10
4,19363.0,19363,784.672066679646,440.5379233871745,634.1992181564387,602.4892572486168,665.9091790642607,7.276312379192352e-09,344.1341432917166,-7.549493590951973e-10,440.53792350418297,-1.1700848527152727e-07,-1.170358199460058e-10,0.0,10
5,19663.0,19663,778.2350648819494,462.9106771334205,669.0751370902559,635.6213802357431,702.5288939447687,7.2134024509731944e-09,315.32438774773715,-7.917198647722402e-10,462.9106772504311,-1.1701059786221385e-07,-1.1768056385602538e-10,0.0,10
6,19963.0,19963,693.1162615775839,571.7979046688978,705.7222323623176,670.4361207442017,741.0083439804336,7.147427929759515e-09,121.31835690860946,-7.65593849828883e-11,571.7979047865618,-1.1766396142307603e-07,-1.18047407228551e-10,0.0,10
7,20263.0,20263,699.6863306289897,612.6622625332958,750.9895664809324,713.4400881568857,788.539044804979,7.14104891486983e-09,87.02406809570972,1.580188517880258e-11,612.6622626511378,-1.1784200400178051e-07,-1.180796008489725e-10,0.0,10
8,20563.0,20563,789.0375385872758,583.6576879017941,799.4919955971436,759.5173958172863,839.4665953770009,7.142365134488995e-09,205.37985068542116,-6.046019785837505e-11,583.6576880194866,-1.1769252425345813e-07,-1.1809277643189845e-10,0.0,10
9,20863.0,20863,909.3101488315867,480.6588791840068,845.6982292216959,803.4133177606111,887.9831406827807,7.137326026279946e-09,428.6512696486515,1.0716111272106757e-09,480.65887930147363,-1.1746684312885098e-07,-1.176548963284121e-10,0.0,10
10,21163.0,21163,1035.9350685222432,249.15696840842557,883.750390489425,839.5628709649536,927.9379100138963,7.226626342168827e-09,786.7781001183808,4.563108605473106e-09,249.1569685273343,-1.1890870087869155e-07,-1.1536291056007117e-10,0.0,10
11,21463.0,21463,1115.385819992393,79.9514714704394,903.4753171540751,858.3015512963714,948.6490830117789,7.606886246911315e-09,1035.4343485059046,-1.604888388062285e-08,79.95147157287428,-1.0243488273610474e-07,-1.2024940067146403e-10,0.0,10
12,21763.0,21763,1089.9803328187627,170.99995636105606,909.8048086446088,864.3145682123783,955.2950490768393,6.2694824565724245e-09,918.9803764419695,-1.57370509431101e-08,170.99995647873973,-1.1768365041467087e-07,-1.3313542387923487e-10,0.0,10
13,22063.0,22063,1165.5343671902017,-5.6133612693151254e-08,923.3423051888526,877.17518992941,969.5094204482953,4.958056168125765e-09,1165.534367243258,-3.0772978304439786e-09,5.879697149937395e-08,-1.1493057846665043e-07,-1.4129500066798937e-10,0.0,10
14,22363.0,22363,1165.534367141767,-914.2381190792206,923.3423051834258,877.1751899242545,969.509420442597,4.7015527506419536e-09,2079.772486175003,-4.598434570272302e-08,1.1942736332934295e-07,-914.2381191986478,-1.5917262263156264e-10,0.0,10
15,22663.0,22663,1165.5343672371757,-1720.168333085515,843.1459789473851,800.9886800000157,885.3032778947544,8.695188319408201e-10,3293.6408794645813,407.9381791418899,1.4100811749169835e-08,-1720.1683330996161,0.3399484823579523,0.0,10
16,22963.0,22963,1165.5343672355948,-1720.1683330836563,692.2540199046755,657.6413189094417,726.8667208999093,33.99484826269367,2924.77112822947,39.06842791021948,1.525954750589532e-08,-1720.1683330989156,0.37250550561045953,0.0,10
17,23263.0,23263,1165.5343672322374,-1720.1683330763026,541.3620608621189,514.2939578190129,568.430163905225,37.25055058854529,2918.2322122208247,32.52951191228508,1.869981588686219e-08,-1720.1683330950023,0.3996134321990826,0.0,10
18,23563.0,23563,1165.5343672260256,-1720.1683330568214,390.47010182017806,370.94659672916913,409.993606911187,39.96134324790237,3308.2957984896425,422.5930982067959,2.6042120464404754e-08,-1720.1683330828635,0.7517743473863351,0.0,10
19,23863.0,23863,1165.5343672010208,-1720.1683329708421,239.5781427798833,227.59923564088913,251.55704991887748,75.17743476513536,2267.026553998087,-618.6761461737761,6.464547178534314e-08,-1720.1683330354879,0.7517743473737155,0.0,10
20,24163.0,24163,1165.5343671638018,-76.87664330034968,88.6861837468004,84.25187455946038,93.12049293414042,23.621089250654013,958.9579396175925,-283.4530708465587,1.382215181538855e-07,-76.8766434385712,0.23621089224470299,0.0,10
21,24463.0,24463,1165.53436713781,-336.2282385681098,81.94261854383319,77.84548761664153,86.03974947102485,1.3440778744159027e-08,1501.7626057498628,4.394298031085328e-08,1.251469225672222e-07,-336.2282386932568,-3.6890228900287395e-11,0.0,10
22,24763.0,24763,1048.907362912638,441.43934894502746,52.44891340520936,49.82646773494889,55.07135907546983,1.710268474810244e-08,607.4680138559337,-1.1167696885843183e-07,441.43934906240776,-1.1738027833062907e-07,-5.1766896110793267e-11,0.0,10
23,25063.0,25063,1070.563078688377,236.95565326802787,87.39619519568679,83.02638543590244,91.76600495547113,7.79625900119779e-09,833.6074254108895,-9.459692174277849e-09,236.95565338356738,-1.1553951968504368e-07,-1.1533948225066951e-10,0.0,10
