,time,time_x,P_Grid,P_BTMS,E_BTMS,E_BTMS_lower,E_BTMS_upper,E_Shift,P_Charge,P_Shift,P_BTMS_Ch,P_BTMS_DCh,t_wait,"param: btms size, a,b,c",d
24,25363.0,25363,1016.3714192651108,462.0951585588211,106.15518441175082,100.84742519116328,111.46294363233837,7.007956054962209e-09,554.2762606741522,-3.213756451506017e-08,462.0951586746078,-1.1578666466667927e-07,-1.3144901781000805e-10,0.0,10
25,25663.0,25663,1165.5343671444866,-185.39193342940376,142.7377177966672,135.60083190683383,149.87460368650056,4.329831074663623e-09,1350.9263007072188,1.333285578016532e-07,1.287189838979623e-07,-185.39193355812273,-7.247778203755389e-11,0.0,10
26,25963.0,25963,990.8596452740192,519.8719315148221,126.47526749474143,120.15150412000435,132.7990308694785,1.5440556198112185e-08,470.98771366551125,-9.368568640097397e-08,519.8719316366156,-1.2179357075288853e-07,-6.422350114064748e-11,0.0,10
27,26263.0,26263,998.7136504550565,447.7459188887181,167.63179540528986,159.25020563502537,176.01338517555436,7.63340677307332e-09,550.9677315604445,-5.893827256110889e-09,447.74591900756786,-1.1884973554450372e-07,-1.1574478164244977e-10,0.0,10
28,26563.0,26563,978.0085417444188,467.328343505169,203.07834731629688,192.92442995048202,213.23226468211175,7.1422506317054135e-09,510.68019824249996,3.250101038094847e-09,467.3283436236188,-1.1844981942720699e-07,-1.1700759573734151e-10,0.0,10
29,26863.0,26863,860.9791533396585,678.6179006199042,240.07517450944306,228.0714157839709,252.0789332349152,7.4130862833246445e-09,182.36125272666436,6.9100592098814435e-09,678.6179007402362,-1.2033212621893502e-07,-1.1245637216822547e-10,0.0,10
30,27163.0,27163,976.8137581948686,311.4548153423155,293.79909164082295,279.1091370587818,308.4890462228641,7.988918749582576e-09,665.3589428636229,1.106994932740628e-08,311.45481546169384,-1.1937836946577896e-07,-1.0496952618119562e-10,0.0,10
31,27463.0,27463,1055.1119407429676,154.91389558251103,318.4559311877353,302.53313462834853,334.37872774712207,8.911409316841749e-09,900.1980451982125,3.775603815964646e-08,154.91389570566918,-1.231581538900348e-07,-8.404890033288142e-11,0.0,10
32,27763.0,27763,1162.4131046831017,3.553060547377564,330.7199479202974,314.1839505242825,347.25594531631225,1.2057757307294039e-08,1158.8600440242615,-1.1146257283012952e-07,3.553060596697528,-4.931997233323998e-08,-1.0701917004690372e-10,0.0,10
33,28063.0,28063,1165.53436713994,-495.15734684477206,331.0012318798763,314.4511702858825,347.5512934738701,2.769300282777277e-09,1660.6917140426572,5.794509851279454e-08,1.1981879323856028e-07,-495.15734696459083,-1.3446331674169038e-10,0.0,10
34,28363.0,28363,1165.5343671465127,-100.17317421937572,287.56637689246804,273.1880580478446,301.9446957370915,7.598061881777234e-09,1265.7075415183444,1.5245586909946898e-07,1.110120857419107e-07,-100.17317433038781,-2.6140207919080372e-11,0.0,10
35,28663.0,28663,1136.07906545888,36.74580933661032,278.77925634595937,264.8402935286614,292.71821916325734,2.0302725246438414e-08,1099.3332559696894,-1.5258030945352493e-07,36.74580940115994,-6.454961388333529e-08,-2.694910993594178e-11,0.0,10
36,28963.0,28963,782.4033546752291,429.32637072758746,281.68829958455564,267.60388460532783,295.77271456378344,7.587698894204971e-09,353.0769839456512,-1.99044747611551e-09,429.3263708474801,-1.1989259478051985e-07,-1.1514046188128292e-10,0.0,10
37,29263.0,29263,727.3975284685912,406.5949436801329,315.6766372661309,299.89280540282437,331.46046912943746,7.421835480860489e-09,320.80258478679355,-1.6646996737448816e-09,406.59494379836127,-1.1822825837219435e-07,-1.1591327589537838e-10,0.0,10
38,29563.0,29563,750.8024656829654,347.4871842595033,347.86540363979697,330.4721334578071,365.25867382178683,7.283112532589364e-09,403.31528142213324,-1.328773700340332e-09,347.4871843770185,-1.1751518472158126e-07,-1.172172551628213e-10,0.0,10
39,29863.0,29863,714.8305560446231,337.65951082565994,375.37480572600253,356.6060654397024,394.1435460123027,7.172377741437287e-09,377.17104521615505,-2.8080414008001845e-09,337.65951094193457,-1.1627457115720445e-07,-1.1878570705441227e-10,0.0,10
40,30163.0,30163,394.3340542520046,352.4716058209182,402.10618366537284,382.00087448210417,422.2114928486415,6.9383694086319805e-09,41.862448423008104,-8.078262177747944e-09,352.4716059292839,-1.0836569819347321e-07,-1.239993035151875e-10,0.0,10
41,30463.0,30463,460.7452956942783,460.7452956191051,430.01018579193544,408.50967650233866,451.5106950815322,6.265169611217602e-09,0.0,-7.517323595521475e-08,460.74529573578366,-1.166785344026761e-07,-1.5184007741409538e-10,0.0,10
42,,30763,,,466.48585502745,443.16156227607746,489.8101477788225,7.318555738189798e-13,,,,,,,10
