,time,time_x,P_Grid,P_BTMS,E_BTMS,E_Shift,P_Charge,P_Shift,P_BTMS_Ch,P_BTMS_DCh,t_wait,"param: btms size, a,b,c",d
94,23803.0,23803,872.4485085610619,872.4485085610704,1197.5849758532577,3.8636865011535873e-10,0.0,8.48467196688044e-12,872.4485085813417,-2.0271270356199182e-08,1.3426457114956638e-14,0.0,10.0
95,23863.0,23863,884.2891605999546,884.2891605999449,1211.39874390544,3.865101350553773e-10,0.0,-9.551979585532694e-12,884.2891606201763,-2.023126405176827e-08,1.1433800056568159e-14,0.0,10.0
96,23923.0,23923,894.848722742222,894.8487227422153,1225.3999889482377,3.863510100530267e-10,0.0,-6.678142532174655e-12,894.8487227624292,-2.021390429751537e-08,1.0634118811072898e-14,0.0,10.0
97,23983.0,23983,926.3584094202089,882.4784670185123,1239.5684270582883,3.8623978250215296e-10,43.879942401693626,-2.9409104092621975e-12,882.4784670387228,-2.0210431010605887e-08,1.038491505366192e-14,0.0,10.0
98,24043.0,24043,966.7084064768128,859.2019631997915,1253.5410027860469,3.8619084493664963e-10,107.5064432770177,-3.5263515144492554e-12,859.2019632200011,-2.020939359162748e-08,9.910521116262069e-15,0.0,10.0
99,24103.0,24103,975.8423302542055,876.037917780597,1267.145033870009,3.861321542714648e-10,99.80441247360879,2.5775206612818725e-13,876.0379178007755,-2.0178462306373556e-08,1.0095696509592363e-14,0.0,10.0
100,24163.0,24163,956.3061649307444,934.8395361044074,1281.015634234834,3.8613653212240015e-10,21.46662882633591,-1.0348637738614336e-12,934.8395361245308,-2.0123281500219325e-08,9.949088675171505e-15,0.0,10.0
101,24223.0,24223,963.6924094158556,963.6924094158461,1295.8172602231193,3.8611936199958474e-10,0.0,-9.475837894666941e-12,963.692409435932,-2.0085782907387187e-08,8.397975950050187e-15,0.0,10.0
102,24283.0,24283,989.0587305335569,970.4577164990317,1311.0757233721693,3.8596150831450497e-10,18.601014034516066,-9.051895374432897e-12,970.4577165190937,-2.0061855489550293e-08,7.217106009046984e-15,0.0,10.0
103,24343.0,24343,1000.0593331692124,1000.0593331691925,1326.4413038833695,3.858107224016304e-10,0.0,-1.9974144364354356e-11,1000.0593331892176,-2.0024962828448538e-08,4.207723450438444e-15,0.0,10.0
104,24403.0,24403,1016.5444185449415,1016.5444185450027,1342.2755766585142,3.8547789825586254e-10,0.0,6.126306572881502e-11,1016.5444185650333,-2.0030568393297856e-08,1.50553006921647e-14,0.0,10.0
105,24463.0,24463,1187.816654913041,729.7325243963728,1358.3708632854425,3.86499028272915e-10,458.08413051656447,-1.0376758972087545e-10,729.7325244164876,-2.0114820196481856e-08,-4.19559054600882e-15,0.0,10.0
106,24523.0,24523,1179.2112185547987,783.9786446984015,1369.9249615883505,3.8476967923927707e-10,395.2325738564056,8.43777555157011e-12,783.978644718528,-2.0126510672259704e-08,6.185495954789893e-16,0.0,10.0
107,24583.0,24583,1178.9512015834139,825.1624526524485,1382.3379567960408,3.849104161292263e-10,353.78874893139186,4.262937274114443e-10,825.1624526725938,-2.0145459329224147e-08,7.129681082261089e-14,0.0,10.0
108,24643.0,24643,1331.8957294588906,465.50760629837856,1395.4030289630034,3.9201542409558284e-10,866.3881231597173,-7.945818944885975e-10,465.50760631826853,-1.9889875671529138e-08,-7.62694874783625e-14,0.0,10.0
109,24703.0,24703,1254.6647792854967,712.8130744111425,1402.7735660626936,3.787725388841303e-10,541.8517048749092,5.551417438327835e-10,712.8130744313445,-2.0201929614703524e-08,4.3700687544739917e-14,0.0,10.0
110,24763.0,24763,1315.7249143144213,572.7742216554453,1414.0597730741688,3.880250355627977e-10,742.9506926587404,-2.3558436488354557e-10,572.7742216755078,-2.0062486661511146e-08,-1.446222563908087e-14,0.0,10.0
111,24823.0,24823,1314.5528037108459,613.9748976404977,1423.128698250346,3.8409877321494384e-10,700.5779060705911,2.4297355302644736e-10,613.9748976606351,-2.0137489869635413e-08,3.417158514104124e-14,0.0,10.0
112,24883.0,24883,1356.5223385256002,500.9337699536295,1432.8499674629525,3.8814848234366877e-10,855.5885685717361,-2.345491377436889e-10,500.9337699736205,-1.9991063055422127e-08,-1.3444541129072655e-14,0.0,10.0
113,24943.0,24943,1357.89625584949,520.892967195057,1440.7814188205173,3.8423949385104244e-10,837.0032886558774,1.4446260720955608e-09,520.8929672151778,-2.0120789389093264e-08,2.355000736542473e-13,0.0,10.0
114,25003.0,25003,1456.930217168094,209.8614558621618,1449.0288908010714,4.0831679229523146e-10,1247.0687613052344,-6.97823328657291e-10,209.86145588033867,-1.817688460127389e-08,6.649994387029217e-14,0.0,10.0
115,25063.0,25063,1498.3749681777583,122.22966153146926,1452.3516971855247,3.966866837834441e-10,1376.1453066454108,-8.782222410739114e-10,122.22966154801395,-1.65447022515242e-08,-5.070431903256313e-14,0.0,10.0
116,25123.0,25123,1479.380360300965,166.83603640060912,1454.2870001597446,3.820500814500686e-10,1312.5443238991763,-1.1796110951256304e-09,166.83603641808534,-1.7476230323324342e-08,-2.1810330758382772e-13,0.0,10.0
117,25183.0,25183,1425.5471170996825,347.7087250946741,1456.9285707360575,3.6239023191746677e-10,1077.8383920072997,2.2912199728236695e-09,347.70872511429536,-1.9621295479621053e-08,1.9990502972536534e-13,0.0,10.0
118,25243.0,25243,1474.0587298250641,196.98148836932154,1462.4339588833564,4.0057750598286906e-10,1277.077241453935,-1.807495369506704e-09,196.98148838746357,-1.8142013936030592e-08,-1.7674180666889321e-13,0.0,10.0
119,25303.0,25303,1438.205319174158,345.7276555685112,1465.5528324491727,3.70452878126995e-10,1092.4776636058327,1.8606642411213861e-10,345.72765558796357,-1.945238233725803e-08,-8.494139436675443e-14,0.0,10.0
120,25363.0,25363,1401.84981027231,606.3328052519573,1471.0268536623078,3.7355423145796915e-10,795.5170050216082,1.2555995598449855e-09,606.3328052720669,-2.010953619802083e-08,1.1828855621881878e-13,0.0,10.0
121,25423.0,25423,1441.439312460159,382.3870847001805,1480.6271230787625,3.944811063364137e-10,1059.0522277600735,9.515007235079674e-11,382.38708471979635,-1.961587797589082e-08,9.121714862608813e-14,0.0,10.0
122,25483.0,25483,1468.466694628624,260.16916892852856,1486.6815852531483,3.9606718615170914e-10,1208.297525699439,-6.568136249582363e-10,260.16916894740655,-1.887800806064329e-08,-2.1513768870130007e-14,0.0,10.0
123,25543.0,25543,1467.9192240614454,277.07705879959934,1490.800930427818,3.851205808583809e-10,1190.842165262434,5.88021178879829e-10,277.07705881864143,-1.9042085473999363e-08,9.958372743614924e-14,0.0,10.0
124,25603.0,25603,1493.0432351453585,185.82569623581227,1495.187983858779,3.9492124292983765e-10,1307.2175389082115,-1.3347914241442613e-09,185.82569625386282,-1.8050582659195086e-08,-1.4274284797293182e-13,0.0,10.0
125,25663.0,25663,1470.488682492676,314.67187994343396,1498.1302240491486,3.72675079001542e-10,1155.8168025504117,1.1700090984276416e-09,314.6718799627703,-1.9336297112184558e-08,9.705058774403845e-14,0.0,10.0
126,25723.0,25723,1484.6348131323482,252.73917211863835,1503.1125288148867,3.921755521018319e-10,1231.8956410143212,6.115594738223981e-10,252.7391721374245,-1.8786141054307884e-08,1.5931919308993192e-13,0.0,10.0
127,25783.0,25783,1505.649542660281,155.51532185800463,1507.1142323733995,4.023685648167859e-10,1350.1342207881103,-1.4165951483790883e-08,155.51532187485654,-1.6851906441189413e-08,-2.222433189054432e-12,0.0,10.0
128,25843.0,25843,1575.7309013616966,-361.40824060905106,1509.5765583027892,1.6626960049900227e-10,1937.139141984629,1.3881396302045772e-08,1.9992863238914247e-08,-361.4082406290439,7.265518919181922e-13,0.0,10.0
