,btms_size,cost_a,cost_b_sys,cost_b_cap,cost_b_loan,cost_b,cost_c,cost_total,share_cost_a,share_cost_b_sys,share_cost_b_cap,share_cost_b_loan,share_cost_b,share_cost_c,E_Charge,c_rate,cycles_day,btms_ratio,load_factor,btms_peak_to_grid_ratio
1056,298.30957679197337,14.693168935244362,24.977683727795114,11.434397114608778,4.614626281760913,36.412080842403896,8.891387196398478,59.99663697404673,0.24489987566470292,0.4163180636041305,0.19058396755729917,0.07691474913430735,0.6069020311614297,0.14819809317386745,461.83333333333337,1.9364250559414125,1.4075011153281791,0.9091397951233048,0.9999999841739732,25.85060994633862
1057,416.7051221073288,27.868915854862863,11.139280639278743,20.133851234926826,8.125500464126274,31.273131874205568,15.656082720333407,74.79813044940184,0.3725884014402626,0.1489245863813943,0.2691758619361032,0.10863240050662595,0.4181004483174975,0.2093111502422399,886.0416666666666,0.6182213996020417,1.774192295998801,0.8344020887047024,0.9999999936746405,6.078146670798347
1060,230.48167069429653,16.630857238568247,24.85026014408539,12.805515624395815,5.167974171225796,37.655775768481206,9.957568949549891,64.24420195659934,0.2588693879301878,0.3868093833724197,0.1993256237044812,0.08044265496078636,0.5861350070769009,0.15499560499291132,523.625,2.49350517210838,2.040155871445995,0.89800627114376,0.9999999968227722,22.72220158514004
1080,304.2934115450485,25.47758007567759,37.240451983114305,18.81661467737653,7.593897933897391,56.05706666049083,15.154305267086402,96.68895200325483,0.2635004263446763,0.3851572616265474,0.1946097696533427,0.07853945850650815,0.57976703127989,0.1567325423754336,803.0,2.8303368209275104,2.256348152103526,0.855033470531691,0.9999999920106567,22.227512982841876
1083,425.0819394999115,26.6752617629377,24.189733880530053,19.626425809301715,7.920716715437703,43.816159689831764,15.261508709370228,85.75293016213969,0.31107114022227256,0.28208638276024683,0.2288717805000076,0.09236671797058588,0.5109581632602543,0.1779706965174731,845.7916666666665,1.3160553783945392,1.6953963195070867,0.8520802274599745,0.9999999952228117,13.789753572145676
1087,456.8635180266175,27.361222706352756,24.14462466560873,19.822437236521566,7.999821846605358,43.9670619021303,15.413927195611995,86.74221180409504,0.3154314622291088,0.27834919312570355,0.22852123348307063,0.09222524628116172,0.5068704266087741,0.1776981111621172,869.5416666666667,1.2222209007163687,1.5932108093572042,0.8370845506590255,0.9999999620976292,13.418966294206973
1096,541.6046339955072,48.85671718986313,29.217046535820646,32.47018223731772,13.10412388375575,61.68722877313837,25.24881370785267,135.79275967085417,0.35978882311756627,0.21515908953201454,0.23911571070520743,0.09650090266608191,0.454274800237222,0.18593637664521181,1571.6250000000005,1.2475836311741686,2.201430742860385,0.758644773246389,0.9999999918836604,9.093815411611931
1100,399.15135914951816,20.808207831924364,24.575554983759467,15.695665514877538,6.334363750769597,40.27122049863701,12.441657872232549,73.52108620279392,0.2830236726172527,0.33426539586170523,0.213485223430786,0.08615710237601033,0.5477506192924912,0.16922570809025594,655.2916666666665,1.4239064228423666,1.438983620644399,0.8765139207336784,0.9999999930228052,17.959852341410627
1103,239.82923103892875,16.16641763771699,24.880801979818106,12.634691533134848,5.09903399596429,37.51549351295296,9.824736136191927,63.50664728686188,0.2545626060952751,0.3917826407593303,0.19895069371342308,0.08029134293504371,0.5907333344727534,0.15470405943197144,507.79166666666674,2.399263720620573,1.9344842623507674,0.913653971799118,0.9999999962781024,23.403708773724233
1110,431.4341123500996,28.73911806272209,24.05401341173389,20.723921719540694,8.363637616360705,44.77793513127459,16.114921529185622,89.6319747231823,0.3206346635949887,0.2683642024625905,0.2312112589680643,0.0933108708381223,0.49957546143065484,0.17978987497435645,913.9583333333333,1.2894033535027363,1.7638438495179198,0.8326226456796314,0.9999999938938173,12.72764978675526
1127,315.2283228499864,26.797013303202874,24.18172742387735,19.488696294586756,7.865132653417868,43.67042371846411,15.154410238715782,85.62184726038276,0.312969343229784,0.2824247338455432,0.22761359300413245,0.09185894611102446,0.5100383268496756,0.17699232992054037,851.1249999999999,1.7740988623151306,2.2701796636383125,0.8407988579078884,0.9999999961873625,13.722556707466879
1155,122.4179204745936,6.631416453710167,12.53587175517956,5.388931973956783,2.174833256916626,17.924803729136343,4.190433502949528,28.746653685796037,0.23068481382884595,0.4360810789387162,0.18746293161139307,0.07565517992764596,0.6235440105501093,0.14577117562104477,206.95833333333334,2.36823758880001,1.6164429302224215,0.956142132073384,0.999999999796006,28.746325743527436
1159,310.1472133556535,20.709968982777884,24.58201523773894,15.663145553846219,6.32123953745491,40.24516079158516,12.416669160406945,73.37179893476998,0.2822606135252285,0.33503356323037936,0.21347637350109525,0.08615353077378826,0.5485099367314745,0.16922944974329696,651.9166666666666,1.833012081239937,1.8480760756199095,0.8792161241305385,0.9999999826364899,18.049789423062748
116,427.8318026294369,34.81452740946395,36.626448538668015,23.960563978573774,9.669862534341709,60.58701251724179,18.63173454983271,114.03327447653845,0.305301479496029,0.3211908866670636,0.21011905593839184,0.08479860443129883,0.5313099426054554,0.16338857789851557,1114.5833333333333,1.979873634979571,2.056490199851995,0.7893818999259364,0.9999999913632541,15.99810010223431
1160,227.1106302181964,21.17834133623643,11.579256969008911,15.717221709317728,6.343063272082475,27.29647867832664,12.221711601776304,60.69653161633937,0.3489217715124807,0.1907729595193509,0.2589476085497888,0.10450454256886955,0.4497205680691397,0.2013576604183796,670.6249999999999,1.1791225818629965,2.541212538605413,0.8605947901749237,0.9999999353154937,8.314245668246475
1177,169.22336586332523,10.917116971361686,25.225999243309026,8.813999519920758,3.557101736486788,34.03999876322978,6.853766026697356,51.810881761288826,0.210710889300451,0.48688612094143047,0.17011869360822676,0.068655495053638,0.6570048145496572,0.13228429614989173,341.08333333333337,3.4474960454180508,1.912561310432933,0.9488885288192512,0.9999999983869234,35.13779617642563
1184,479.24223648961214,37.03621100167741,23.50839144060517,26.27437096236633,10.603655056265712,49.7827624029715,20.4309508604452,107.24992426509411,0.3453262205587527,0.21919261576817992,0.24498265283081108,0.09886864842958971,0.464175268598991,0.19049851084225633,1180.625,1.1344452854454752,2.013167513790486,0.8171899644147672,0.9999999906330467,9.652292372180636
1201,321.9123292323378,32.54663678186826,23.803628623071646,23.251377997699752,9.383653455437454,47.055006620771394,18.080271531105414,97.68191493374506,0.3331899953429838,0.24368511447812,0.2380315538804754,0.09606336507430394,0.48171666835859533,0.18509333629842087,1036.4583333333335,1.7100991168223174,2.6522457282415424,0.823757764896244,0.9999999890964631,11.121699412526434
1210,193.3329864313876,8.192479502302897,25.405173091176724,6.652702100152768,2.684858121366844,32.057875191329494,5.173141153104122,45.42349584673651,0.18035774987343897,0.559295858180893,0.14645949141826647,0.05910725432551092,0.7057553495991595,0.11388690052740162,255.70833333333334,3.0390085775759323,1.2635568592124078,0.9553353929961839,0.999999992326344,47.15642783559623
1213,459.8091130911036,41.68293795151394,10.230861989690753,27.37844797844741,11.049231920916196,37.60930996813816,21.289481148141896,100.58172906779402,0.41441858613723814,0.10171690310468769,0.2722010074015909,0.10985327080099012,0.3739179105062786,0.21166350335648312,1342.9583333333335,0.514577009926719,2.186421671830931,0.7485985118186205,0.9999999919068315,3.7323985227436927
1251,390.6219595902938,29.98236808662442,23.97225652018151,21.285455063015704,8.590257918149439,45.257711583197214,16.551569857337867,91.79164952715949,0.3266350287969624,0.26115944798539165,0.2318887956874304,0.0935843070954699,0.493048243672822,0.18031672753021566,955.6666666666666,1.4192796938159793,2.0009164634034384,0.817860387071292,0.9999999543365997,12.158418534776116
1287,304.1812327951054,19.283076157592763,11.7038907761889,14.449872236387655,5.831593876071468,26.153763012576555,11.236220651037128,56.67305982120645,0.34025119198482456,0.20651594978482932,0.25496897965231563,0.10289887107682419,0.461484929437145,0.19826387857803038,609.7083333333333,0.8898433757009813,1.7443525481316604,0.8702510356372123,0.999999997283928,9.229709843166752
1289,530.9994351209377,34.06383660949388,23.703856621709857,23.503077573214213,9.485232879751232,47.206934194924074,18.275993120961132,99.5467639253791,0.34218929140708537,0.23811780199583807,0.2361008700476921,0.095284191125102,0.4742186720435302,0.18359203654938433,1090.1666666666665,1.0323826082757923,1.6252992967716058,0.7916523545221038,0.9999999973690215,10.58180014976034
1300,493.38397243471104,42.85524594230883,29.611707002641456,28.987429697655227,11.698575235995145,58.59913670029668,22.540625332931302,123.99500797553681,0.3456207362054754,0.23881370295555449,0.23377900587235098,0.09434714692952137,0.47259270882790544,0.18178655496661916,1375.2916666666667,1.3880149168270244,2.1573834537936225,0.7739583132045549,0.9999999972208176,10.507358646252756
1302,152.07090047496337,7.921713231501498,12.451021039821645,6.446770395752392,2.6017494234749643,18.897791435574035,5.013008659747816,31.83251332682335,0.2488560406829814,0.39114162654979295,0.20252156433780819,0.08173245375766877,0.5936631908876011,0.15748076842941755,247.1666666666667,1.893540404918,1.5566778929602823,0.9577562060631372,0.9999999976018918,23.90121369061361
1304,512.5099885701551,44.22443417503298,23.035689441384758,28.354552806952015,11.443162527857966,51.390242248336776,22.048500262888346,117.66317668625811,0.37585619749970556,0.1957765385070986,0.2409806840636111,0.09725355757112084,0.4367572225707097,0.18738657992958466,1429.333333333333,1.0394763389216943,2.0315295355986436,0.7284369256550328,0.9999999719144749,7.920872713238297
1313,73.87004521586347,4.307308716077724,12.688706519719021,3.5659860402406873,1.43913953107883,16.254692559959707,2.7729107448943875,23.334912020931817,0.18458645621693343,0.5437649179194262,0.1528176338116011,0.06167323578455736,0.6965825517310272,0.1188309920520394,134.0,3.9725074009622015,1.772613066838785,0.9771866223702348,0.9999999981869511,44.79664170285251
1316,102.82762399433314,5.278475619427883,12.624841982844176,4.351424667854352,1.7561222016444262,16.976266650698527,3.383667821726665,25.638410091853075,0.20588155039712014,0.4924190672359936,0.16972287486879195,0.06849575287051267,0.6621419421047855,0.13197650749809434,164.33333333333334,2.839434647960782,1.5539045598524377,0.9723183395755752,0.9999999987869856,36.370689608182566
1317,83.41998708515825,3.8449557896706206,12.719111134616766,3.15613586108745,1.27373462259541,15.875246995704217,2.4542112455848204,22.174414030959657,0.1733960493523003,0.5735940132108335,0.14233232304045962,0.057441636149529664,0.7159263362512932,0.11067761439640657,119.79166666666666,3.52616289394327,1.3892750750584077,0.9674571866638301,0.9999999976640458,50.30365204836264
1326,279.7635634511122,27.222217365183727,11.18180793604919,19.586557825311772,7.904627030526745,30.76836576136096,15.230507365258221,73.22109049180291,0.3717810972540931,0.15271293914013737,0.2674988544114142,0.10795560373976766,0.4202117935515516,0.20800710919435533,866.0,0.9243503382677719,2.5708079868258698,0.8305062394260799,0.9999999682494517,6.2462970735903935
1332,330.74479641165254,27.465560821274675,11.165805523098902,19.670281597749884,7.938415774859184,30.836087120848788,15.295610970854703,73.59725891297816,0.37318727934895124,0.15171496449754218,0.26726921475442644,0.10786292712675093,0.4189841792519686,0.20782854139908016,874.3333333333333,0.7807513906589267,2.183837049296135,0.8261068321757618,0.9999999638524742,6.182095256172771
1341,182.95517363727623,10.268226218445475,25.268670701175406,8.247940159536107,3.3286548515932717,33.51661086071151,6.413598268059829,50.198435347216815,0.2045527145900332,0.5033756635320387,0.1643067179780814,0.0663099323428977,0.6676823815101199,0.1277649038998468,321.0833333333333,3.1941361792341025,1.655402012618579,0.9432578125869568,0.9999999989471938,37.421489705453595
1343,467.2750104892837,21.839100019417934,11.535805099408858,16.478675315411497,6.650366209684021,28.014480414820355,12.813817926639526,62.66739836087781,0.34849220792053354,0.18407984695612423,0.2629545145709903,0.10612162597507369,0.4470343615271145,0.20447343055235198,689.7916666666666,0.570940802658488,1.2949482510028767,0.8772169726179868,0.9999998650903867,8.032436059330179
