,time,time_x,P_Grid,P_BTMS,E_BTMS,P_Charge,P_BTMS_Ch,P_BTMS_DCh,"param: btms size, a,b_sys,b_cap,b_loan,c,d_wait_cost",E_Shift,P_Shift
1102,66180.0,66180,9.986743335906043,9.98674333586394,35.84543040664419,0.0,9.986743432097047,9.623310665439975e-08,0.0,1.1302909189823497e-09,-4.210370176225259e-11
1103,66240.0,66240,9.975759649008491,9.975759648966386,35.98690927032937,0.0,9.975759745199513,9.623312583621955e-08,0.0,1.1302908196224441e-09,-4.2104273642729055e-11
1104,66300.0,66300,9.96490062500554,9.964900624963438,36.1282325317835,0.0,9.964900721196582,9.623314471053624e-08,0.0,1.130290728275075e-09,-4.210476517319806e-11
1105,66360.0,66360,9.954165457185292,9.954165457143189,36.26940195706426,0.0,9.95416555337635,9.623316328612655e-08,0.0,1.1302906464666534e-09,-4.210516623975751e-11
1106,66420.0,66420,9.943553365466935,9.94355336542483,36.41041930080089,0.0,9.943553461658013,9.623318157390133e-08,0.0,1.130290575892835e-09,-4.210546853647491e-11
1107,66480.0,66480,9.933063585929046,9.93306358588694,36.551286306571505,0.0,9.933063682120139,9.623319958727022e-08,0.0,1.1302905183887993e-09,-4.2105667097045343e-11
1108,66540.0,66540,9.92269535682907,9.922695356786964,36.692004707132014,0.0,9.922695453020182,9.623321734249881e-08,0.0,1.130290475874292e-09,-4.210576227146169e-11
1109,66600.0,66600,9.912447900434762,9.912447900392655,36.83257622444693,0.0,9.91244799662589,9.623323485899203e-08,0.0,1.1302904502661174e-09,-4.210576224727649e-11
1110,66660.0,66660,9.902320400216615,9.90232040017451,36.973002569462935,0.0,9.90232049640776,9.623325215946769e-08,0.0,1.130290443348921e-09,-4.210568609634692e-11
1111,66720.0,66720,9.892311973234644,9.892311973192538,37.11328544155918,0.0,9.892312069425808,9.623326926992261e-08,0.0,1.1302904565958098e-09,-4.210556739039743e-11
1112,66780.0,66780,9.882421638437576,9.882421638395469,37.25342652760651,0.0,9.882421734628755,9.623328621931863e-08,0.0,1.1302904909290636e-09,-4.2105458225375535e-11
1113,66840.0,66840,9.872648282800355,9.872648282758249,37.393427500577545,0.0,9.872648378991554,9.623330303876109e-08,0.0,1.1302905464140312e-09,-4.210543359564157e-11
1114,66900.0,66900,9.862990629279235,9.86299062923713,37.53329001767706,0.0,9.862990725470448,9.623331976012357e-08,0.0,1.1302906218803851e-09,-4.210559573238668e-11
1115,66960.0,66960,9.853447213347378,9.853447213305273,37.67301571801836,0.0,9.853447309538609,9.623333641375746e-08,0.0,1.1302907144705703e-09,-4.210607815838731e-11
1116,67020.0,67020,9.844016378532322,9.844016378490215,37.812606219967286,0.0,9.844016474723569,9.623335302512388e-08,0.0,1.1302908191199695e-09,-4.210704888370539e-11
1117,67080.0,67080,9.834696305405418,9.834696305363309,37.952063118423,0.0,9.834696401596679,9.623336960999255e-08,0.0,1.1302909279824689e-09,-4.210871224190016e-11
1118,67140.0,67140,9.825485092200408,9.825485092158297,38.09138798250941,0.0,9.825485188391681,9.623338616785914e-08,0.0,1.1302910298242254e-09,-4.2111308699450545e-11
1119,67200.0,67200,9.816380906645191,9.816380906603078,38.23058235440876,0.0,9.816381002836478,9.623340267319053e-08,0.0,1.1302911094205013e-09,-4.2115111911654055e-11
1120,67260.0,67260,9.80738222481457,9.807382224772448,38.369647750346076,0.0,9.807382321005868,9.623341906411972e-08,0.0,1.1302911470047974e-09,-4.2120422154560536e-11
1121,67320.0,67320,9.79848815920252,9.798488159160392,38.50858566495745,0.0,9.798488255393826,9.623343522824997e-08,0.0,1.1302911178382793e-09,-4.2127554668349596e-11
1122,67380.0,67380,9.789698849069543,9.789698849027406,38.64739758030599,0.0,9.789698945260858,9.623345098535948e-08,0.0,1.130290991997382e-09,-4.213682031497851e-11
