time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,2.9255131911055774e-06,0.8,41.26666693012634,0.0,2.9255131911055774e-06,315.0,0,0.0,0.0,0.0,0.0
120,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,3.974003722807118e-06,0.8000000008034528,41.26666697157111,0.0,3.974003722807118e-06,315.0,0,0.0,450.0,0.0,0.0
180,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,4.2411872167877774e-06,0.8000000018948593,41.266667027869495,0.0,4.2411872167877774e-06,315.0,0,0.0,450.0,0.0,0.0
240,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,6.9494954809384725e-06,0.8000000030596441,41.26666708795298,0.0,6.9494954809384725e-06,315.0,0,0.0,450.0,0.0,0.0
300,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,5.7292635971916915e-06,0.8000000049682294,41.26666718640417,0.0,5.7292635971916915e-06,315.0,0,0.0,450.0,0.0,0.0
360,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,4.8577154554195345e-06,0.8000000065416942,41.266667267568735,0.0,4.8577154554195345e-06,315.0,0,0.0,450.0,0.0,0.0
420,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,4.443102206923724e-06,0.8000000078758003,41.26666733638637,0.0,4.443102206923724e-06,315.0,0,0.0,450.0,0.0,0.0
480,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,6.835486467090834e-06,0.8000000090960383,41.266667399330316,0.0,6.835486467090834e-06,315.0,0,0.0,450.0,0.0,0.0
540,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,5.278327198281629e-06,0.8000000109733125,41.26666749616638,0.0,5.278327198281629e-06,315.0,0,0.0,450.0,0.0,0.0
600,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,4.394235565976602e-06,0.8000000124229338,41.26666757094268,0.0,4.394235565976602e-06,315.0,0,0.0,450.0,0.0,0.0
660,722,[],"[0, 0, 0]",0.0,"[nan, nan, nan]",0,[],[],0,6.755491911087103e-06,0.8000000136297514,41.26666763319435,0.0,6.755491911087103e-06,315.0,0,0.0,450.0,0.0,0.0
