,ChargingStationId,BtmsSize,BtmsC,BtmsMaxPower,BtmsMaxSoc,BtmsMinSoc,ChBaNum,ChBaMaxPower,ChBaMaxPower_abs,ChBaParkingZoneId,GridPowerMax_Nom
0,chargingStation-1,3750.0,1,3750.0,0.8,0.2,30,"[250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0]",250.0,"['X-PEV-9-1', 'X-PEV-11-1', 'X-PEV-12-1', 'X-PEV-21-1', 'X-PEV-39-1', 'X-PEV-69-1', 'X-PEV-75-1', 'X-PEV-88-1', 'X-PEV-98-1', 'X-PEV-103-1', 'X-PEV-104-1', 'X-PEV-110-1', 'X-PEV-114-1', 'X-PEV-132-1', 'X-PEV-142-1', 'X-PEV-187-1', 'X-PEV-188-1', 'X-PEV-192-1', 'X-PEV-199-1', 'X-PEV-203-1', 'X-PEV-212-1', 'X-PEV-225-1', 'X-PEV-234-1', 'X-PEV-235-1', 'X-PEV-241-1', 'X-PEV-248-1', 'X-PEV-257-1', 'X-PEV-278-1', 'X-PEV-295-1', 'X-PEV-309-1']",2625.0
1,chargingStation-2,3750.0,1,3750.0,0.8,0.2,30,"[250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0]",250.0,"['AO-PEV-947-2425', 'AO-PEV-947-2426', 'AO-PEV-947-2427', 'AO-PEV-947-2428', 'AO-PEV-947-2429', 'AO-PEV-947-2430', 'AO-PEV-947-2431', 'AO-PEV-947-2432', 'AO-PEV-947-2433', 'AO-PEV-947-2434', 'AO-PEV-947-2661', 'AO-PEV-947-2662', 'AO-PEV-947-2663', 'AO-PEV-947-2664', 'AO-PEV-947-2665', 'AO-PEV-947-2666', 'AO-PEV-948-3222', 'AO-PEV-948-3223', 'AO-PEV-948-3224', 'AO-PEV-948-3225', 'AO-PEV-948-3226', 'AO-PEV-948-3302', 'AO-PEV-948-3303', 'AO-PEV-948-3304', 'AO-PEV-949-3428', 'AO-PEV-949-3429', 'AO-PEV-949-3430', 'AO-PEV-949-3431', 'AO-PEV-949-3474', 'AO-PEV-949-3475']",2625.0
2,chargingStation-3,3750.0,1,3750.0,0.8,0.2,30,"[250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0]",250.0,"['AO-PEV-979-8367', 'AO-PEV-979-8368', 'AO-PEV-979-8369', 'AO-PEV-979-8370', 'AO-PEV-979-8371', 'AO-PEV-979-8372', 'AO-PEV-979-8470', 'AO-PEV-979-8471', 'AO-PEV-979-8472', 'AO-PEV-979-8473', 'AO-PEV-980-8701', 'AO-PEV-980-8702', 'AO-PEV-980-8720', 'AO-PEV-981-8734', 'AO-PEV-981-8735', 'AO-PEV-981-8736', 'AO-PEV-981-8737', 'AO-PEV-981-8760', 'AO-PEV-981-8761', 'AO-PEV-982-8819', 'AO-PEV-982-8820', 'AO-PEV-982-8821', 'AO-PEV-982-8855', 'AO-PEV-983-8925', 'AO-PEV-983-8926', 'AO-PEV-983-8941', 'AO-PEV-983-8942', 'AO-PEV-984-8952', 'AO-PEV-984-8953', 'AO-PEV-984-8954']",2625.0
