time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
20263,chargingStation-3,"[3190479, 6330551, 6887913]","[150.0, 43.99999999999997, 12.999999999999986, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",206.99999999999994,"[1.3327205882352942, inf, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",3,[],[],0,0.0,0.8,3000.0,150.0,2504.092265450973,-2504.092265450973,150.0,0.0,-7.541666666666664,-244
20563,chargingStation-1,"[5374507, 1856277, 2219095, 7032990, 1638187, 881117, 2460922, 3940494, 2606571, 2089510, 1426795, 5606104, 6506887, 1109671]","[0, 150.0, 142.99999999999997, 39.0, 150.0, 150.0, 121.5, 169.50000000000009, 100.5, 136.5, 0, 0, 114.50000000000006, 40.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1315.0,"[inf, 1.278745644599303, 7.729729729729728, inf, 1.2583892617449663, 1.2040609137055835, 0.8556621880998081, 1.0170000000000006, 1.2967741935483872, 0.8104667609618105, inf, inf, 1.0454545454545456, 0.6094405594405593, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",14,[],[],0,269.9580822172393,0.8,3000.0,400.5,2902.4382161398116,-2902.4382161398116,400.5,0.0,-23.44873997709049,-1086
20563,chargingStation-2,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,0.8,3000.0,0,2664.2042539003837,-2664.2042539003837,0,0.0,0.0,0
20563,chargingStation-3,"[3190479, 2385192]","[150.0, 67.00000000000001, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",217.0,"[1.3327205882352942, inf, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",2,[],[],0,0.0,0.8,3000.0,62.50000000000003,2625.820509592797,-2625.820509592797,62.50000000000003,0.0,-5.208333333333336,0
20863,chargingStation-1,"[1542391, 1856277, 2917714, 2133939, 1638187, 881117, 5917870, 4315476, 4199174, 4090991, 4700008, 3107335, 4165602, 5047981, 1847453, 2165814]","[142.99999999999997, 100.5, 250.0, 48.49999999999997, 150.0, 150.0, 46.99999999999997, 0, 42.0, 150.0, 0, 0, 67.0, 60.0, 67.0, 150.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1425.0,"[2.6812499999999995, 1.278745644599303, 0.7440789473684211, inf, 1.2583892617449663, 1.2040609137055835, inf, inf, inf, 1.2718286655683693, inf, inf, 1.6749999999999998, 1.791044776119403, 1.0634920634920635, 0.9947299077733861, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",16,[],[],0,0.0,0.8,3000.0,812.5,2746.952220227066,-2746.952220227066,812.5,0.0,-25.250000000000004,-1763
20863,chargingStation-2,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,0.8,3000.0,0,2764.339085031991,-2764.339085031991,0,0.0,0.0,0
20863,chargingStation-3,"[3190479, 5496785, 5610241, 5496733, 5630928]","[62.50000000000003, 36.0, 31.50000000000001, 0, 150.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",280.0,"[1.3327205882352942, inf, inf, inf, 1.1147959183673473, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",5,[],[],0,0.0,0.8,3000.0,68.50000000000003,2676.8118929911448,-2676.8118929911448,68.50000000000003,0.0,-1.875,-92
21163,chargingStation-1,"[4186377, 154451, 2917714, 6380476, 1638187, 881117, 1398698, 4206169, 2562647, 4090991, 2814360, 2940186, 6348499, 1511753, 3784605, 2165814, 1538164, 5433839, 1206882, 3982963, 7023173]","[3.0, 0, 250.0, 58.0, 112.5, 150.0, 0, 250.0, 250.0, 150.0, 0, 34.00000000000003, 0, 0, 0, 150.0, 250.0, 69.0, 0, 142.50000000000003, 65.00000000000006, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1934.0,"[inf, inf, 0.7440789473684211, inf, 1.2583892617449663, 1.2040609137055835, inf, 0.7612648221343873, 0.7116740088105726, 1.2718286655683693, inf, inf, inf, inf, inf, 0.9947299077733861, 0.6836990595611286, 2.76, inf, 1.1089494163424125, 0.9558823529411773, nan, nan, nan, nan, nan, nan, nan, nan, nan]",21,[],[],0,0.0,0.8,3000.0,967.0,2686.0634271142453,-2686.0634271142453,967.0,0.0,-1.7916666666666714,-1968
21163,chargingStation-2,[],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.0,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",0,[],[],0,0.0,0.8,3000.0,0,2717.6406787593405,-2717.6406787593405,0,0.0,0.0,0
21163,chargingStation-3,"[221257, 619967, 2881024, 5806903, 5630928]","[150.0, 70.99999999999997, 32.499999999999986, 250.0, 68.50000000000003, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",572.0,"[1.2746858168761221, inf, inf, 0.6149688149688148, 1.1147959183673473, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",5,[],[],0,0.0,0.8,3000.0,393.0,2680.240525771364,-2680.240525771364,393.0,0.0,0.9583333333333215,-919
