time,ChargingStationID,BaysVehicleIds,BaysChargingPower,TotalChargingPower,BaysChargingDesire,BaysNumberOfVehicles,QueueVehicleIds,QueueChargingDesire,QueueNumberOfVehicles,BtmsPower,BtmsSoc,BtmsEnergy,TotalChargingPowerDesire,GridPower,GridPowerUpper,GridPowerLower,PowerDesire,BtmsPowerDesire,EnergyLagSum,TimeLagSum
60,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,5.384755891794356e-06,0.8,104.26666673469377,0.0,5.384755891794356e-06,420.0,0,0.0,0.0,0.0,0.0
120,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,8.242960967038618e-06,0.8000000005852996,104.26666681097781,0.0,8.242960967038618e-06,420.0,0,0.0,600.0,0.0,0.0
180,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,9.895634823387233e-06,0.8000000014812736,104.26666692775309,0.0,9.895634823387233e-06,420.0,0,0.0,600.0,0.0,0.0
240,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.100438023251355e-05,0.8000000025568861,104.26666706794126,0.0,1.100438023251355e-05,420.0,0,0.0,600.0,0.0,0.0
300,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.1698520060168778e-05,0.8000000037530145,104.26666722383665,0.0,1.1698520060168778e-05,420.0,0,0.0,600.0,0.0,0.0
360,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.2264021588097564e-05,0.8000000050245928,104.26666738956568,0.0,1.2264021588097564e-05,420.0,0,0.0,600.0,0.0,0.0
420,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.2529038247057441e-05,0.8000000063576386,104.26666756330599,0.0,1.2529038247057441e-05,420.0,0,0.0,600.0,0.0,0.0
480,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.276886137678734e-05,0.8000000077194905,104.2666677408007,0.0,1.276886137678734e-05,420.0,0,0.0,600.0,0.0,0.0
540,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.305649505997559e-05,0.8000000091074102,104.2666679216929,0.0,1.305649505997559e-05,420.0,0,0.0,600.0,0.0,0.0
600,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.3104352351347687e-05,0.8000000105265944,104.2666681066599,0.0,1.3104352351347687e-05,420.0,0,0.0,600.0,0.0,0.0
660,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.3091313680662171e-05,0.8000000119509806,104.2666682923049,0.0,1.3091313680662171e-05,420.0,0,0.0,600.0,0.0,0.0
720,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.311116728902562e-05,0.8000000133739494,104.26666847776518,0.0,1.311116728902562e-05,420.0,0,0.0,600.0,0.0,0.0
780,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.3070013312196469e-05,0.8000000147990763,104.26666866350672,0.0,1.3070013312196469e-05,420.0,0,0.0,600.0,0.0,0.0
840,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.290884625970233e-05,0.80000001621973,104.26666884866525,0.0,1.290884625970233e-05,420.0,0,0.0,600.0,0.0,0.0
900,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.2846557701112817e-05,0.8000000176228655,104.26666903154057,0.0,1.2846557701112817e-05,420.0,0,0.0,600.0,0.0,0.0
960,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.2722236668905144e-05,0.8000000190192306,104.26666921353348,0.0,1.2722236668905144e-05,420.0,0,0.0,600.0,0.0,0.0
1020,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.2484289661268295e-05,0.8000000204020823,104.26666939376516,0.0,1.2484289661268295e-05,420.0,0,0.0,600.0,0.0,0.0
1080,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.2454945269808931e-05,0.8000000217590703,104.26666957062592,0.0,1.2454945269808931e-05,420.0,0,0.0,600.0,0.0,0.0
1140,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.2325579828200778e-05,0.8000000231128687,104.26666974707098,0.0,1.2325579828200778e-05,420.0,0,0.0,600.0,0.0,0.0
1200,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.2194901577939884e-05,0.8000000244526055,104.26666992168336,0.0,1.2194901577939884e-05,420.0,0,0.0,600.0,0.0,0.0
1260,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.1944544842335512e-05,0.8000000257781383,104.26667009444446,0.0,1.1944544842335512e-05,420.0,0,0.0,600.0,0.0,0.0
1320,562,[],"[0, 0, 0, 0]",0.0,"[nan, nan, nan, nan]",0,[],[],0,1.1789135695600791e-05,0.8000000270764585,104.26667026365885,0.0,1.1789135695600791e-05,420.0,0,0.0,600.0,0.0,0.0
